Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,212.425,5145024790528,85.2,214.5,16.07,-9.78,48.47,207.41,189.19,True,True,True,HIGH CONVICTION DIP BUY,True,70.25,POSITIVE,5,"SpaceX just took Palantir's top spot with one of the most excessive valuation multiples in megacap tech | Why the biggest ""Magnificent 7"" stocks have one giant headwind coming right at them | The Best Vanguard ETF for Your Next $1,000 Investment",32.53,16.69,46335873024.0,6.555,114.29,62.97,97.32,BUY SIGNAL
LITE,https://www.tradingview.com/chart/?symbol=LITE,Lumentum Holdings Inc.,Technology,949.44,73866428416,90.1,,51.95,-5.23,53.01,903.19,501.44,True,True,True,BUY THE DIP,False,74.39,POSITIVE,5,LITE vs. AVGO: Which AI Infrastructure Stock Is the Better Pick Now? | Lumentum (LITE): JPMorgan Pushback Helps Keep the AI Optical Networking Case Intact | Lumentum Nvidia Deal Highlights AI Optics Growth And Valuation Opportunity,166.28,52.36,93350000.0,111.445,22.83,17.68,68.3,WATCHLIST
CSX,https://www.tradingview.com/chart/?symbol=CSX,CSX Corporation,Industrials,47.275,87843520512,1.7,26.5,19.21,3.27,55.74,44.89,38.65,True,True,True,BULLISH TREND,False,64.36,POSITIVE,5,"Should Investors Buy CSX Stock Despite Its Higher Valuation? | CSX Seen Having 'Meaningful' Efficiency Opportunity Over Medium Term, RBC Says | Should You Think About Buying CSX Corporation (NASDAQ:CSX) Now?",29.0,21.81,1129874944.0,143.06,23.68,21.55,68.1,WATCHLIST
PNC,https://www.tradingview.com/chart/?symbol=PNC,"The PNC Financial Services Group, Inc.",Financial Services,232.255,93265395712,13.8,17.7,16.58,8.81,63.52,221.15,206.8,True,True,True,BULLISH TREND,False,65.17,POSITIVE,5,"PNC Financial Services Group (PNC) Stock Valuation Check After Strong Recent Performance | Is Fifth Third Bancorp Stock Outperforming the S&P 500? | WFC Stock Rises as CFO Sees Stronger Q2 NII, Reaffirms $50B 2026 Target",13.5,11.05,,,12.1,31.31,67.91,WATCHLIST
EOG,https://www.tradingview.com/chart/?symbol=EOG,"EOG Resources, Inc.",Energy,132.98,70828941312,15.6,39.6,-0.37,-2.21,44.79,136.6,119.24,False,True,True,NO CLEAR ENTRY,False,55.46,NEUTRAL,5,EOG Resources (EOG) Stock Valuation After Higher Capex Plans And Expanded Rig Program | How Is Devon Energy’s Stock Performance Compared to Other Energy Stocks? | IPO Stock Of The Week: WaterBridge Surges Past Buy Point And Into New Highs,13.08,8.97,2864250112.0,26.873,18.2,23.32,67.74,WATCHLIST
TROW,https://www.tradingview.com/chart/?symbol=TROW,"T. Rowe Price Group, Inc.",Financial Services,110.045,23578968064,5.3,3.7,25.94,7.46,74.01,101.48,99.44,True,True,True,WATCH - OVERBOUGHT,False,58.07,NEUTRAL,5,A $1.9 Trillion Manager Can Now Hold XRP: What T. Rowe Price’s New Crypto ETF Means for XRP | TPUT Launch Adds Income Focus To T Rowe Price Valuation Question | T. Rowe Price Group Stock: Is TROW Outperforming the Financial Sector?,11.81,11.38,1880349952.0,3.87,18.69,28.28,67.55,WATCHLIST
SYF,https://www.tradingview.com/chart/?symbol=SYF,Synchrony Financial,Financial Services,75.455,25380816896,6.1,20.1,18.34,5.89,60.63,72.96,73.75,True,True,False,BULLISH TREND,False,57.88,NEUTRAL,5,MarketBeat Week in Review – 06/08 - 06/12 | Synchrony’s Top Workplace Honors And What They May Mean For Investors | Synchrony’s Comeback Is Hiding in Plain Sight,7.81,7.19,,,21.78,36.39,67.48,WATCHLIST
MKC,https://www.tradingview.com/chart/?symbol=MKC,"McCormick & Company, Incorporated",Consumer Defensive,47.6,12796936192,16.7,528.3,-16.75,2.34,54.41,49.13,60.54,False,False,False,NO CLEAR ENTRY,False,58.38,NEUTRAL,5,McCormick Draws Toms Capital As Unilever Food Deal Reshapes Value | Is General Mills Stock Underperforming the Nasdaq? | Smucker (SJM) Q4 Earnings Top Estimates,7.8,14.27,372775008.0,65.158,25.35,23.12,67.47,WATCHLIST
CCEP,https://www.tradingview.com/chart/?symbol=CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,99.69,44140445696,0.2,68.3,0.14,10.93,68.38,94.12,91.81,True,True,True,BULLISH TREND,False,58.88,NEUTRAL,5,Coca-Cola’s America250 Push Highlights Packaging Rewards And Plastic Risks | A Look At Coca-Cola Europacific Partners (ENXTAM:CCEP) Valuation After Recent Share Price Weakness | Wall Street Futures Advance Premarket Tuesday on Mid East Peace Talks Optimism,20.26,17.64,1747874944.0,130.001,22.89,9.29,67.36,WATCHLIST
GS,https://www.tradingview.com/chart/?symbol=GS,"The Goldman Sachs Group, Inc.",Financial Services,1083.385,319606620160,14.5,24.2,36.92,12.3,63.89,957.8,863.76,True,True,True,BULLISH TREND,False,54.35,NEUTRAL,5,"Best CD rates today, Monday, June 15, 2026: Lock in up to 4% APY | 3 Dow Jones Stocks We Find Risky | Nvidia plans to raise at least $20 billion in bond sale",19.8,16.52,,678.596,14.55,29.36,67.35,WATCHLIST
ALGN,https://www.tradingview.com/chart/?symbol=ALGN,"Align Technology, Inc.",Healthcare,178.145,12758411264,6.2,23.9,5.13,10.97,61.76,173.47,159.6,True,True,True,BULLISH TREND,False,49.74,NEUTRAL,5,Align Technology (ALGN) Just Overtook the 50-Day Moving Average | Q1 Earnings Outperformers: Align Technology (NASDAQ:ALGN) And The Rest Of The Dental Equipment & Technology Stocks | A Look At Align Technology (ALGN) Valuation As Market Signals Send Mixed Messages,29.99,14.4,538981504.0,2.797,10.82,10.5,67.28,WATCHLIST
CBOE,https://www.tradingview.com/chart/?symbol=CBOE,"Cboe Global Markets, Inc.",Financial Services,297.565,31141304320,6.5,54.4,2.2,-16.86,27.33,317.78,273.25,False,True,True,NO CLEAR ENTRY,False,53.82,NEUTRAL,5,SpaceX Options Launch After $1.765 Trillion IPO Valuation | The First 2X SpaceX ETF Gained 56% on Day One | CME Group Adds Four E-mini Futures for Broad Market Exposure,25.41,20.22,1003075008.0,29.489,25.14,25.77,66.96,WATCHLIST
REG,https://www.tradingview.com/chart/?symbol=REG,Regency Centers Corporation,Real Estate,79.43,14848244736,10.0,17.2,3.61,4.24,56.51,77.79,72.35,True,True,True,BULLISH TREND,False,54.35,NEUTRAL,5,"Is Simon Property Stock Outperforming the S&P 500? | Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Assessing Regency Centers (REG) Valuation After Recent Steady Performance And Modest Undervaluation Estimate",27.3,31.38,574623104.0,73.218,8.0,33.11,66.75,WATCHLIST
HPE,https://www.tradingview.com/chart/?symbol=HPE,Hewlett Packard Enterprise Company,Technology,48.575,64356290560,40.0,,123.86,42.4,65.09,34.4,25.75,True,True,True,BULLISH TREND,False,66.05,POSITIVE,5,1 Stock Under $50 to Target This Week and 2 We Question | Chip startup Tensordyne expects $200 million in orders for AI system to rival Nvidia | HPE (HPE): Networking Growth Gives the AI Infrastructure Bull Case More Substance,45.42,12.16,3836000000.0,84.03,6.31,4.01,66.73,WATCHLIST
EQIX,https://www.tradingview.com/chart/?symbol=EQIX,"Equinix, Inc.",Real Estate,1067.29,105260679168,12.1,20.0,8.95,-0.66,46.43,1065.94,881.44,True,True,True,BULLISH TREND,False,63.96,POSITIVE,5,Solid Results Lifted Equinix (EQIX) in Q1 | Equinix Targets Quantum Safe Security And AI Connectivity Growth Potential | Equinix (EQIX) Outperforms Broader Market: What You Need to Know,73.76,55.52,2725125120.0,162.961,10.06,14.93,66.72,WATCHLIST
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,227.73,33349931008,5.7,24.4,15.63,11.46,67.66,215.18,203.16,True,True,True,BULLISH TREND,False,69.69,POSITIVE,5,Is M&T Bank Stock Outperforming the S&P 500? | M&T Bank Corporation (MTB) Could Be a Great Choice | Northern Trust Stock Touched a New 52-Week High: Is More Upside Left?,12.79,10.89,,,10.29,31.48,66.68,WATCHLIST
RCL,https://www.tradingview.com/chart/?symbol=RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,313.55,84092534784,11.3,28.9,12.24,18.76,69.26,271.51,288.14,True,True,False,BULLISH TREND,False,66.17,POSITIVE,5,"Trump's Iran deal: How global stocks, bitcoin prices, & airlines are reacting | Market Rallies On Peace Plan Hopes; These Stocks Set To Break Out | United, Delta and Southwest Rally as Iran Deal Lifts Travel Stocks",19.12,15.67,-194875008.0,217.312,49.58,24.36,66.59,WATCHLIST
ADP,https://www.tradingview.com/chart/?symbol=ADP,"Automatic Data Processing, Inc.",Technology,224.86,89884246016,7.0,10.5,8.35,8.73,60.05,211.38,240.28,True,False,False,NO CLEAR ENTRY,False,51.35,NEUTRAL,5,"1 Unpopular Stock That Should Get More Attention and 2 We Find Risky | Forget the Labor Market Noise: This Essential Business Utility Stock Is the Ultimate “Set-It-and-Forget-It” Cash Cow | Why Automatic Data Processing, Inc. (NASDAQ:ADP) Could Be Worth Watching",20.98,18.44,4749387264.0,69.259,71.21,20.12,66.46,WATCHLIST
BKNG,https://www.tradingview.com/chart/?symbol=BKNG,Booking Holdings Inc.,Consumer Cyclical,174.405,135142678528,16.2,240.0,1.82,13.18,63.89,169.33,190.56,True,False,False,NO CLEAR ENTRY,False,53.59,NEUTRAL,5,Can TTD Capitalize on Agoda's High-Intent Travel Audience Across APAC? | How Booking’s Charter Overhaul and AI Debate Could Reshape Booking Holdings (BKNG) Investors’ Narrative | How Booking won online travel & can it win AI travel?,22.98,14.18,7075125248.0,,,22.23,66.39,WATCHLIST
BKR,https://www.tradingview.com/chart/?symbol=BKR,Baker Hughes Company,Energy,62.63,62133260288,2.5,132.5,13.86,-3.06,39.41,64.31,54.62,False,True,True,NO CLEAR ENTRY,False,58.5,NEUTRAL,5,The $42 Trillion Oil Opportunity Hiding in Plain Sight | These Are 5 Of The Best Stocks To Buy Or Watch Now | Citi Sticks with Buy on Baker Hughes (BKR) Despite Lowering Price Target,20.01,22.51,3151249920.0,82.935,17.18,11.17,66.33,WATCHLIST
DOV,https://www.tradingview.com/chart/?symbol=DOV,Dover Corporation,Industrials,222.06,29902911488,10.1,5.3,7.32,3.85,59.32,216.56,198.8,True,True,True,BULLISH TREND,False,56.98,NEUTRAL,5,Dover (DOV) Stock After CoLOS V7 Launch And Q1 Beat Is The 12.8% Undervaluation Case Convincing | Is Dover Stock Underperforming the Nasdaq? | How Is Ingersoll Rand's Stock Performance Compared to Other Industrial Stocks,27.76,19.2,840764352.0,43.927,15.0,13.3,66.26,WATCHLIST
VRSN,https://www.tradingview.com/chart/?symbol=VRSN,"VeriSign, Inc.",Technology,271.5414,24710268928,6.6,11.4,12.85,-7.06,25.68,282.62,257.37,False,True,True,BUY THE DIP,False,63.12,POSITIVE,5,"VeriSign Inc. (VRSN): Renaissance Technologies Admires This Company | What Are Wall Street Analysts' Target Price for VeriSign Stock? | The Bull Case For VeriSign (VRSN) Could Change Following Strong Q1, Higher Guidance And Dividend News - Learn Why",30.04,25.4,807275008.0,,,49.96,66.15,WATCHLIST
DGX,https://www.tradingview.com/chart/?symbol=DGX,Quest Diagnostics Incorporated,Healthcare,202.82,22451451904,9.2,15.5,2.4,7.92,67.99,194.89,188.22,True,True,True,BULLISH TREND,False,53.18,NEUTRAL,5,"Zacks Industry Outlook Highlights Quest Diagnostics, DaVita, LifeStance Health and Aveanna Healthcare | 4 Outpatient Home Health Stocks Benefiting From Industry Trends | How The Quest Diagnostics (DGX) Investment Story Is Evolving Without New Analyst Price Target Changes",22.39,17.38,947875008.0,82.737,14.54,9.08,66.1,WATCHLIST
DOC,https://www.tradingview.com/chart/?symbol=DOC,"Healthpeak Properties, Inc.",Real Estate,20.455,14102080512,7.1,363.9,19.86,5.13,55.57,18.28,17.29,True,True,True,BULLISH TREND,False,65.64,POSITIVE,5,"Jim Cramer Highlights Healthpeak Properties and Its Strong Dividend Yield | SpaceX initiated, Intel upgraded: Wall Street's top analyst calls | Diversified Healthcare (DHC) Surges 5.9%: Is This an Indication of Further Gains?",63.92,136.37,1109761536.0,118.243,2.8,7.73,66.1,WATCHLIST
MLM,https://www.tradingview.com/chart/?symbol=MLM,"Martin Marietta Materials, Inc.",Basic Materials,593.1,35613220864,17.2,1220.8,1.48,3.25,61.01,590.09,616.66,True,False,False,NO CLEAR ENTRY,False,46.12,NEUTRAL,5,London Company Large Cap Strategy Added Martin Marietta Materials (MLM) Signals Industry Optimism | Martin Marietta Stock: Is MLM Underperforming the Basic Material Sector? | How Is Vulcan Materials' Stock Performance Compared to Other Building & Construction Stocks?,37.23,25.89,841750016.0,50.35,9.47,39.91,66.09,WATCHLIST
HAL,https://www.tradingview.com/chart/?symbol=HAL,Halliburton Company,Energy,38.475,32144017408,-0.3,133.5,13.11,-6.42,38.34,39.81,31.74,False,True,True,BUY THE DIP,False,51.77,NEUTRAL,5,"The $42 Trillion Oil Opportunity Hiding in Plain Sight | Jim Cramer Recommends EQT and Devon Over Transocean | Zacks Industry Outlook Highlights Halliburton, TechnipFMC and Weatherford International",21.26,13.17,2027000064.0,74.651,14.63,6.95,65.99,WATCHLIST
IBKR,https://www.tradingview.com/chart/?symbol=IBKR,"Interactive Brokers Group, Inc.",Financial Services,93.43,158478041088,16.8,22.9,36.97,5.94,69.67,81.93,71.58,True,True,True,BULLISH TREND,False,57.51,NEUTRAL,5,"Interactive Brokers (IBKR) Stock After 80% One-Year Surge Is The Rally Running Out Of Room | Interactive Brokers Is Quietly Winning While Interest Rates Stay High | Stock Market Today, June 10: Robinhood Markets Rises on IPO Underwriting Announcement",40.1,32.48,,152.192,23.56,16.11,65.9,WATCHLIST
UDR,https://www.tradingview.com/chart/?symbol=UDR,"UDR, Inc.",Real Estate,39.185,14518656000,4.2,151.6,11.36,4.94,59.4,36.68,35.87,True,True,True,BULLISH TREND,False,54.5,NEUTRAL,5,UDR Stock Gains 9% in Three Months: Will the Uptrend Continue? | How The Story Around UDR (UDR) Is Shifting With Recalibrated Multifamily Expectations | Here’s Why UDR is Among the 10 Best Residential REITs to Buy in 2026,26.66,69.97,1007130496.0,142.368,12.35,27.78,65.86,WATCHLIST
ICE,https://www.tradingview.com/chart/?symbol=ICE,"Intercontinental Exchange, Inc.",Financial Services,141.21,79856025600,20.4,79.7,-12.28,-9.32,31.96,153.7,159.11,False,False,False,NO CLEAR ENTRY,False,48.47,NEUTRAL,5,SpaceX Options Launch After $1.765 Trillion IPO Valuation | CME Group Adds Four E-mini Futures for Broad Market Exposure | Assessing Intercontinental Exchange (ICE) Valuation After Recent Share Price Weakness,20.55,16.03,3743124992.0,70.986,13.85,37.67,65.73,WATCHLIST
DLR,https://www.tradingview.com/chart/?symbol=DLR,"Digital Realty Trust, Inc.",Real Estate,185.02,66181484544,16.7,67.6,2.08,-4.06,38.5,192.14,172.72,False,True,True,NO CLEAR ENTRY,False,74.81,POSITIVE,5,Baron Real Estate Fund Added Digital Realty Trust (DLR) Amid Improved Valuation | Digital Realty Trust Inc (DLR) Teams Up With ePlus. The Focus Is AI | Is Digital Realty Trust (DLR) Pricing In AI Data Center Hype Or Future Growth Potential,48.95,64.6,3278001664.0,76.592,5.69,21.82,65.63,WATCHLIST
LVS,https://www.tradingview.com/chart/?symbol=LVS,Las Vegas Sands Corp.,Consumer Cyclical,49.665,32909883392,25.3,73.0,-6.98,-1.94,49.62,52.5,56.39,False,False,False,NO CLEAR ENTRY,False,56.47,NEUTRAL,5,Is Las Vegas Sands Stock Outperforming the S&P 500? | Why The Narrative Around Las Vegas Sands (LVS) Is Shifting Without A New Price Target | Why Las Vegas Sands (LVS) is a Top Value Stock for the Long-Term,18.33,13.52,1622625024.0,981.405,90.45,13.41,65.62,WATCHLIST
RF,https://www.tradingview.com/chart/?symbol=RF,Regions Financial Corporation,Financial Services,28.945,24701069312,7.3,21.6,15.36,9.04,60.61,27.67,26.53,True,True,True,BULLISH TREND,False,56.54,NEUTRAL,5,Regions Financial (RF) Stock Valuation After Q1 Earnings Beat Expectations On Resilience Despite Revenue Miss | Q1 Rundown: Regions Financial (NYSE:RF) Vs Other Regional Banks Stocks | 3 S&P 500 Stocks We’re Skeptical Of,12.01,10.14,,,11.89,31.0,65.62,WATCHLIST
HUBB,https://www.tradingview.com/chart/?symbol=HUBB,Hubbell Incorporated,Industrials,493.615,26083491840,11.1,12.5,4.75,2.71,57.48,501.42,468.13,False,True,True,NO CLEAR ENTRY,False,60.57,POSITIVE,5,Hubbell (HUBB) Stock Valuation Check After Strong Multi‑Year Returns | Can Power Utility Demand Become nVent Electric's Next Growth Driver? | Is Vertiv Stock Outperforming the S&P 500?,29.16,22.67,541449984.0,72.468,25.82,15.1,65.45,WATCHLIST
MAS,https://www.tradingview.com/chart/?symbol=MAS,Masco Corporation,Industrials,75.11,15152273408,6.5,20.0,21.53,10.56,71.43,68.55,66.99,True,True,True,WATCH - OVERBOUGHT,False,51.76,NEUTRAL,5,Masco Stock Climbs 19% in 3 Months: Will the Rally Continue? | Forget ARKK: This Buffett-Style ETF Beat It Over 5 Years With Half the Volatility | Is Argan (AGX) Stock Outpacing Its Construction Peers This Year?,18.59,15.98,738499968.0,12229.63,8457.14,10.9,65.34,WATCHLIST
ZBRA,https://www.tradingview.com/chart/?symbol=ZBRA,Zebra Technologies Corporation,Technology,238.485,11359849472,14.3,3.8,16.92,-7.6,41.62,234.36,253.7,True,False,False,NO CLEAR ENTRY,False,57.83,NEUTRAL,5,Zebra Technologies (ZBRA) Stock After A 19% One‑Year Slide Is Value Emerging | Zebra (ZBRA) Down 12.2% Since Last Earnings Report: Can It Rebound? | Zebra Technologies (ZBRA) Expands Enterprise Software Offering With New AI Platforms,28.84,11.52,559000000.0,82.104,11.78,7.49,65.18,WATCHLIST
MAR,https://www.tradingview.com/chart/?symbol=MAR,"Marriott International, Inc.",Consumer Cyclical,401.85,105963274240,12.6,1.7,25.11,13.91,69.13,366.6,316.22,True,True,True,BULLISH TREND,False,52.2,NEUTRAL,5,"Marriott International (MAR) Stock After Lefay Joint Venture And 10,000th Property Milestone Is Valuation Stretched Or Reasonable | Why These 2 Hotel Stocks Are Beating Travel Peers | What is the impact of the World Cup on the U.S. economy?",42.12,30.71,1796875008.0,,,35.97,65.13,WATCHLIST
EMR,https://www.tradingview.com/chart/?symbol=EMR,Emerson Electric Co.,Industrials,147.36,82536333312,2.9,27.9,11.17,7.31,59.39,139.79,136.9,True,True,True,BULLISH TREND,False,50.86,NEUTRAL,5,Is Emerson’s AI-Driven Corrosion and Edge Analytics Push Reshaping The Investment Case For EMR? | Honeywell Stock Jumps as Breakup Nears | 7 Industrial Stocks to Buy and 1 to Avoid,34.11,20.57,3272250112.0,69.182,12.33,13.35,64.92,WATCHLIST
LIN,https://www.tradingview.com/chart/?symbol=LIN,Linde plc,Basic Materials,524.8,242639847424,8.2,13.4,5.84,2.89,57.71,503.6,463.96,True,True,True,BULLISH TREND,False,52.99,NEUTRAL,5,"Oil’s 5.7% Weekly Drop Opens the Door for Jets, Materials, and Infrastructure ETFs | The Hidden Supply Chain Behind Every SpaceX Launch | Is International Flavors & Fragrances Stock Underperforming the Nasdaq?",34.8,26.63,4694499840.0,65.642,18.23,20.44,64.89,WATCHLIST
PLTR,https://www.tradingview.com/chart/?symbol=PLTR,Palantir Technologies Inc.,Technology,133.84,320868220928,84.7,325.0,-12.36,0.09,48.15,139.34,160.3,False,False,False,NO CLEAR ENTRY,False,49.55,NEUTRAL,5,"SpaceX just took Palantir's top spot with one of the most excessive valuation multiples in megacap tech | Enhanced Raises $50M to Fuel Next Phase, Backed by Major Investors | What Is The Market Really Expecting From PLTR Stock?",148.72,64.34,1752997120.0,2.477,32.59,43.67,64.86,WATCHLIST
CNC,https://www.tradingview.com/chart/?symbol=CNC,Centene Corporation,Healthcare,64.04,31622760448,5.1,18.3,84.23,9.1,66.98,52.28,41.57,True,True,True,BULLISH TREND,False,63.76,POSITIVE,5,"3 Unprofitable Stocks That Concern Us | MOH Wins Illinois Medicaid Contract, Reinforcing Long-Term Stability | Centene Philanthropy Targets Homelessness And Social Health To Support Contracts",,14.37,6847499776.0,76.049,-26.04,-3.61,64.85,WATCHLIST
AON,https://www.tradingview.com/chart/?symbol=AON,Aon plc,Financial Services,332.57,71029284864,6.5,27.1,2.05,5.44,65.62,322.08,337.8,True,False,False,NO CLEAR ENTRY,False,57.01,NEUTRAL,5,Oracle CEO Says Token Billing Model Helps Firms Control AI Costs. What That Actually Means for ORCL Stock. | Aon Leadership Shifts Highlight Focus On Broking And Legacy Reinsurance | BRO Stock Declines 43.7% in a Year: What Should Investors Do Now?,18.26,15.52,3341625088.0,155.05,46.45,22.54,64.76,WATCHLIST
KIM,https://www.tradingview.com/chart/?symbol=KIM,Kimco Realty Corporation,Real Estate,25.61,17271121920,4.0,29.4,11.64,11.69,67.97,23.6,21.61,True,True,True,BULLISH TREND,False,62.61,POSITIVE,5,Kimco Realty (KIM) Could Be a Great Choice | Jim Cramer Calls Kimco Realty “Very Defensive” | Tanger (SKT) Surges 6.6%: Is This an Indication of Further Gains?,29.44,29.64,838712128.0,78.788,5.86,28.54,64.61,WATCHLIST
HIG,https://www.tradingview.com/chart/?symbol=HIG,"The Hartford Insurance Group, Inc.",Financial Services,129.83,35590406144,6.1,41.4,-3.19,-2.84,40.13,133.64,132.77,False,False,True,NO CLEAR ENTRY,False,56.8,NEUTRAL,5,The Hartford (HIG) Stock Valuation After Momentum Cools And Undervaluation Debate Grows | Is Hartford Insurance Stock Underperforming the Nasdaq? | 2 S&P 500 Stocks with Competitive Advantages and 1 Facing Challenges,9.14,9.17,5603250176.0,23.151,22.74,14.11,64.59,WATCHLIST
VRTX,https://www.tradingview.com/chart/?symbol=VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,452.01,114722594816,7.8,61.4,-3.02,0.36,58.94,437.02,438.74,True,True,False,BULLISH TREND,False,50.35,NEUTRAL,5,The Death Cross Is Lying: Why Wall Street Is Still Loading Up on Hershey and Vertex | Vertex Extends Pediatric Pipeline As Shares Trade Below Consensus Targets | Vertex Pharmaceuticals (VRTX) Rises Higher Than Market: Key Facts,26.81,21.05,2783225088.0,10.26,24.2,35.51,64.48,WATCHLIST
PGR,https://www.tradingview.com/chart/?symbol=PGR,The Progressive Corporation,Financial Services,204.63,119401611264,8.7,9.8,0.01,3.94,57.14,199.44,209.06,True,False,False,NO CLEAR ENTRY,False,58.24,NEUTRAL,5,Progressive’s Florida Reforms Boost Earnings Quality And Test Long Term Edge | Progressive Keeps Beating the Insurance Industry at Its Own Game. Can It Last? | How Insurance Companies Turn Their Premiums Into Billions in Profit,10.41,12.63,15501625344.0,26.174,37.9,12.93,64.46,WATCHLIST
BSX,https://www.tradingview.com/chart/?symbol=BSX,Boston Scientific Corporation,Healthcare,46.7065,69427650560,11.6,100.0,-33.07,-12.77,11.21,55.91,82.1,False,False,False,NO CLEAR ENTRY,False,52.57,NEUTRAL,5,"Why Did ADBE, CHWY, BSX Slump To 52-Week Lows Last Week? | Truist Reiterates Buy Rating for Boston Scientific (BSX) | Boston Scientific Eyes Neurovascular Growth With Penumbra Thunderbolt Clearance",19.54,12.54,2807124992.0,42.25,14.66,17.29,64.31,WATCHLIST
BRK-B,https://www.tradingview.com/chart/?symbol=BRK-B,Berkshire Hathaway Inc.,Financial Services,495.51,1068742606848,4.4,119.6,0.67,2.37,62.14,478.32,490.39,True,True,False,BULLISH TREND,False,39.47,NEGATIVE,5,Market Correction Ahead: Warren Buffett's Historical Warning for Investors | The 15% Yield ETF That Steals Warren Buffett’s Playbook | Greenskeeper Asset Management Views Berkshire Hathaway (BRK.B) as Resilient Against AI Disruption,14.74,23.08,61228249088.0,17.669,10.5,19.3,64.26,WATCHLIST
AXP,https://www.tradingview.com/chart/?symbol=AXP,American Express Company,Financial Services,337.56,230326124544,11.6,17.6,13.56,7.93,68.52,317.03,336.02,True,True,False,BULLISH TREND,False,47.85,NEUTRAL,5,American Express buys TheFork from Tripadvisor for $700M | The 15% Yield ETF That Steals Warren Buffett’s Playbook | American Express Forks-Over $700 Million For This Reservation Platform,21.08,16.75,,177.847,34.42,16.3,64.23,WATCHLIST
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,155.87,30376419328,13.1,15.3,8.78,0.19,56.49,151.68,158.27,True,False,False,NO CLEAR ENTRY,False,61.14,POSITIVE,5,"How Raymond James Financial's Stock Performance Compared to Other Financial Stocks? | How The Amerant Bancorp (AMTB) Story Is Shifting With New Leadership And Fair Value Assumptions | South Bow Initiated at Outperform, $60 Price Target at Raymond James",14.72,11.66,,48.477,17.29,14.58,64.19,WATCHLIST
PPG,https://www.tradingview.com/chart/?symbol=PPG,"PPG Industries, Inc.",Basic Materials,122.275,27255097344,6.7,4.2,18.97,15.44,72.97,109.54,106.55,True,True,True,WATCH - OVERBOUGHT,False,75.81,POSITIVE,5,Assessing PPG Industries (PPG) Valuation After Recent Share Price Momentum And Growth Strategy Progress | PPG Industries Highlights Aerospace Progress Leadership Changes And Valuation Context | LyondellBasell Stock: Is LYB Underperforming the Materials Sector?,17.52,14.11,729000000.0,93.736,20.75,9.83,64.16,WATCHLIST
EA,https://www.tradingview.com/chart/?symbol=EA,Electronic Arts Inc.,Communication Services,203.18,50947686400,11.9,85.3,1.58,1.29,70.44,202.08,198.45,True,True,True,WATCH - OVERBOUGHT,False,55.11,NEUTRAL,5,Electronic Arts Unveils New Advertising Platform for In-Game Brand Activations (EA) | Is Electronic Arts Stock Outperforming the Dow? | 1 Cash-Producing Stock with Impressive Fundamentals and 2 That Underwhelm,57.72,21.16,2219124992.0,27.41,13.49,11.78,64.16,WATCHLIST
MRVL,https://www.tradingview.com/chart/?symbol=MRVL,"Marvell Technology, Inc.",Technology,300.79,263357644800,27.6,-80.4,228.61,64.74,65.84,186.87,109.58,True,True,True,BULLISH TREND,False,61.3,POSITIVE,5,"Jensen Huang Says Marvell Technology Is the Next Trillion-Dollar Company. How Quickly Can It Get There? | Marvell Technology CEO Matt Murphy Believes This Is The 'Most Beautiful Thing' One Person Can Do For Another And It Can 'Change Their Life' | Nvidia, Micron, Intel Lead Chip Stock Rally After Breakthrough U.S.-Iran Agreement",103.36,48.73,2269700096.0,28.97,16.03,28.99,64.1,WATCHLIST
C,https://www.tradingview.com/chart/?symbol=C,Citigroup Inc.,Financial Services,141.915,242046943232,15.9,56.1,32.82,13.7,74.98,127.92,111.74,True,True,True,WATCH - OVERBOUGHT,False,61.86,POSITIVE,5,"C Sheds Polish Arm, Marks Final Exit From Nore-Core Consumer Business | Are Finance Stocks Lagging  Ameris Bancorp (ABCB) This Year? | These Are 5 Of The Best Stocks To Buy Or Watch Now",17.52,11.33,,,7.65,20.36,63.9,WATCHLIST
YUM,https://www.tradingview.com/chart/?symbol=YUM,"Yum! Brands, Inc.",Consumer Cyclical,154.91,42696482816,15.2,72.2,-3.78,3.34,53.46,154.41,151.67,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5,KFC Has a Plan to Break Out of Its Famed Buckets | Dutch Bros Stock Jumps 25% in a Month: Buy the Rally or Wait? | Orbio raises $21 million to automate hiring and onboarding for frontline workers,24.99,20.67,1261500032.0,,,20.48,63.9,WATCHLIST
