Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GOOG,https://www.tradingview.com/chart/?symbol=GOOG,Alphabet Inc.,Communication Services,368.19,4492865568768,21.8,82.0,21.02,-6.33,39.5,362.16,308.71,True,True,True,HIGH CONVICTION DIP BUY,True,61.56,POSITIVE,5,"SpaceX rockets past Amazon, eyes Microsoft in sprint toward $3 trillion | Nvidia joins the AI funding wave as it plans a $20B bond sale: A closer look | Elon Musk could lose nearly $1 trillion and still be the world's richest person",28.08,25.43,27921750016.0,20.026,38.88,37.92,93.62,BUY SIGNAL
MA,https://www.tradingview.com/chart/?symbol=MA,Mastercard Incorporated,Financial Services,499.08,440979030016,15.8,21.2,-1.68,1.87,53.6,499.47,535.11,False,False,False,NO CLEAR ENTRY,False,64.93,POSITIVE,5,Banco Santander Extends Reach Across Mobility Energy And AI Payments | Mastercard (MA) Unveils AI Agent Payment Network Backed by More Than 30 Industry Partners | Visa and Mastercard (MA) Granted Preliminary Approval for Swipe Fee Settlement,28.9,21.91,16148124672.0,282.059,232.08,45.88,58.69,IGNORE
HBAN,https://www.tradingview.com/chart/?symbol=HBAN,Huntington Bancshares Incorporated,Financial Services,17.395,35261939712,33.6,-26.5,15.0,12.15,69.72,16.35,16.55,True,True,False,BULLISH TREND,False,56.04,NEUTRAL,5,Automatic Data Processing And 2 Other Reliable Dividend Stocks To Consider | Preferred Bank And 2 Other Dividend Stocks To Boost Your Portfolio | Is M&T Bank Stock Outperforming the S&P 500?,13.38,9.14,,,8.39,26.6,58.63,IGNORE
FITB,https://www.tradingview.com/chart/?symbol=FITB,Fifth Third Bancorp,Financial Services,53.58,48560173056,33.0,-78.9,22.59,12.33,67.6,50.02,46.82,True,True,True,BULLISH TREND,False,55.88,NEUTRAL,5,Is Fifth Third Bancorp Stock Outperforming the S&P 500? | Fifth Third Uses Free Wills To Deepen Relationships After Comerica Integration | Fifth Third Bancorp Insiders Sold US$7.9m Of Shares Suggesting Hesitancy,18.04,10.9,,,7.97,24.13,58.52,IGNORE
ZBH,https://www.tradingview.com/chart/?symbol=ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,89.29,17274265600,9.3,34.1,-4.04,8.03,66.64,87.29,92.45,True,False,False,NO CLEAR ENTRY,False,58.81,NEUTRAL,5,Is Zimmer Biomet Stock Underperforming the S&P 500? | Is Solventum Corporation (SOLV) A Good Stock To Buy Now? | Why The Narrative Around Zimmer Biomet (ZBH) Is Shifting Without New Analyst Updates,23.13,9.93,1044124992.0,59.827,6.07,9.05,58.3,IGNORE
HSIC,https://www.tradingview.com/chart/?symbol=HSIC,"Henry Schein, Inc.",Healthcare,81.56,9291051008,6.3,4.5,9.32,12.16,78.73,75.6,73.55,True,True,True,WATCH - OVERBOUGHT,False,66.16,POSITIVE,5,"How Investors Are Reacting To Henry Schein (HSIC) Upgrade On Dental Strength And Margin Improvements | SpaceX initiated, Intel upgraded: Wall Street's top analyst calls | Here Are Thursday’s Best Wall Street Analyst Research Calls: Callaway Golf, Chewy, CME Group, Danaher, General Dynamics, Intel, SpaceX, Rocket Lab, Toast, and More",24.64,13.79,290124992.0,77.748,8.76,2.95,58.29,IGNORE
VICI,https://www.tradingview.com/chart/?symbol=VICI,VICI Properties Inc.,Real Estate,27.96,30101389312,3.5,60.1,-0.73,0.2,43.05,28.28,28.78,False,False,False,NO CLEAR ENTRY,False,65.1,POSITIVE,5,VICI Properties Adds Club Med Resort to Experiential Growth Push | Club Med St. Croix Redevelopment Might Change The Case For Investing In VICI Properties (VICI) | VICI Properties Inc. (VICI) Stock Sinks As Market Gains: What You Should Know,9.57,9.52,1285280000.0,61.853,11.33,76.83,58.26,IGNORE
PH,https://www.tradingview.com/chart/?symbol=PH,Parker-Hannifin Corporation,Industrials,940.45,118577946624,10.6,-4.2,5.36,6.82,66.33,906.57,870.57,True,True,True,BULLISH TREND,False,50.44,NEUTRAL,5,"Graham (GHM) Surges 3.5%: Is This an Indication of Further Gains? | Bernstein Initiates Coverage of Parker-Hannifin (PH) with a Bullish View | Parker-Hannifin Insiders Sell US$17m Of Stock, Possibly Signalling Caution",34.69,27.58,2774481920.0,65.554,24.84,16.58,58.24,IGNORE
EFX,https://www.tradingview.com/chart/?symbol=EFX,Equifax Inc.,Industrials,163.9,19772010496,14.3,34.0,-11.19,4.28,51.4,172.34,203.47,False,False,False,NO CLEAR ENTRY,False,41.52,NEUTRAL,5,Global Healthcare Infrastructure Strengthens IQV Amid Weak Liquidity | Equifax (EFX) Stock Valuation Check After Recent Mixed Performance And Undervaluation Debate | Waste Management Infrastructure Strengthens WM Amid Weak Liquidity,28.86,15.95,1024662528.0,113.353,14.37,11.12,58.22,IGNORE
IRM,https://www.tradingview.com/chart/?symbol=IRM,Iron Mountain Incorporated,Real Estate,128.72,38297374720,21.6,860.0,20.54,3.62,50.47,,,False,False,False,NO CLEAR ENTRY,False,61.11,POSITIVE,5,Is Iron Mountain Stock Underperforming the Nasdaq? | Is SBA Communications Stock Underperforming the Dow? | Is Iron Mountain Incorporated (IRM) A Good Stock To Buy Now?,139.91,48.14,-499464512.0,,,3.76,58.19,IGNORE
TT,https://www.tradingview.com/chart/?symbol=TT,Trane Technologies plc,Industrials,482.085,106567524352,6.0,-2.1,14.63,0.31,59.82,465.43,428.23,True,True,True,BULLISH TREND,False,53.55,NEUTRAL,5,Is Modine's HVAC Business Set for a Turnaround in 2027? | 5 High-Flying Tech Services Stocks to Buy for Solid Returns in 2H 2026 | Trane Technologies (TT) Rises Higher Than Market: Key Facts,36.83,28.32,2662362624.0,53.597,36.63,13.41,58.03,IGNORE
MCO,https://www.tradingview.com/chart/?symbol=MCO,Moody's Corporation,Financial Services,470.59,82200977408,8.1,7.8,9.02,9.02,61.3,448.78,472.21,True,False,False,NO CLEAR ENTRY,False,53.82,NEUTRAL,5,Moody's ESG Ratings Scrutiny Puts Compliance Costs And Clients In Focus | 2 S&P 500 Stocks for Long-Term Investors and 1 We Avoid | Moody's (MCO) Stock Valuation Check After Recent Share Price Softness,33.76,25.3,2266125056.0,235.539,71.36,31.69,58.01,IGNORE
MPC,https://www.tradingview.com/chart/?symbol=MPC,Marathon Petroleum Corporation,Energy,249.825,72933072896,8.8,,9.54,0.79,51.31,244.17,204.77,True,True,True,BULLISH TREND,False,56.25,NEUTRAL,5,Oil Prices Fall Below $80. Why That Could Make Exxon a Buy. | Petrobras Signs R$443.7M Decommissioning Contract With OceanPact | Chevron Secures Strategic Entry Into Greece's Offshore Block 10,16.44,10.29,3518749952.0,146.523,27.46,3.41,57.95,IGNORE
HAS,https://www.tradingview.com/chart/?symbol=HAS,"Hasbro, Inc.",Consumer Cyclical,85.6,12111602688,12.7,98.6,-7.05,-9.77,42.33,90.6,84.96,False,True,True,BUY THE DIP,False,52.96,NEUTRAL,5,5 Consumer Discretionary Stocks to Buy Despite the Sector's Bloodbath | Tonies (DB:TNIE) Stock Could Be 17.7% Undervalued After Hasbro Partnership | Hasbro (HAS) Stock Valuation Check After Recent Share Price Consolidation,,13.35,547924992.0,574.488,-23.32,-4.62,57.94,IGNORE
WAT,https://www.tradingview.com/chart/?symbol=WAT,Waters Corporation,Healthcare,367.035,36037644288,91.4,,26.56,11.49,61.07,339.11,344.27,True,True,False,BULLISH TREND,False,52.88,NEUTRAL,5,"Waters Launches New Tools As Investors Weigh Biologics And Battery Upside | 1 Healthcare Stock to Consider Right Now and 2 We Brush Off | SpaceX initiated, Intel upgraded: Wall Street's top analyst calls",46.64,22.3,-502370624.0,36.634,5.21,11.93,57.93,IGNORE
AKAM,https://www.tradingview.com/chart/?symbol=AKAM,"Akamai Technologies, Inc.",Technology,133.3,19379881984,5.8,-13.4,26.42,-14.37,36.79,125.63,98.33,True,True,True,BUY THE DIP,False,72.91,POSITIVE,5,"Latest News In Cloud AI - Akamai Strengthens Cloud Security With Microsoft Partnership | A Look At Akamai Technologies (AKAM) Valuation After Recent Share Price Pullback | Asana, Braze, and Akamai Shares Plummet, What You Need To Know",44.88,18.67,700723392.0,119.534,9.17,10.2,57.93,IGNORE
EXPE,https://www.tradingview.com/chart/?symbol=EXPE,"Expedia Group, Inc.",Consumer Cyclical,244.98,29403009024,14.7,,6.07,13.05,68.1,235.16,239.39,True,True,False,BULLISH TREND,False,50.26,NEUTRAL,5,"JPMorgan, Google Records Sought in Probe Into Epstein’s New Mexico Ranch | Why Expedia (EXPE) Stock Is Up Today | Expedia Group Leans On B2B AI And CarTrawler To Broaden Travel Mix",21.66,10.61,3478249984.0,256.536,71.49,9.81,57.92,IGNORE
UHS,https://www.tradingview.com/chart/?symbol=UHS,"Universal Health Services, Inc.",Healthcare,147.47,8927295488,9.6,17.7,-23.67,-13.47,36.62,165.3,197.96,False,False,False,NO CLEAR ENTRY,False,48.36,NEUTRAL,5,Is HCA Healthcare Stock A Trap Or A Missed Opportunity? | What Do Analysts Think About Universal Health Services (UHS) Amid Its Decline To 52-Week Low? | Evaluating Universal Health Services (NYSE:UHS) Valuation After Recent Share Price Weakness,6.16,5.82,650819008.0,67.405,21.37,8.56,57.87,IGNORE
CPB,https://www.tradingview.com/chart/?symbol=CPB,The Campbell's Company,Consumer Defensive,21.8436,6513897472,-4.4,86.4,3.93,8.57,68.76,20.9,26.07,True,False,False,NO CLEAR ENTRY,False,56.78,NEUTRAL,5,Campbell’s launches gluten-free chicken noodle soup in partnership with Banza | Campbell's Buffalo Wild Wings Soup Test Sparks Valuation And Growth Questions | Is Marvell Stock a Buy After It Joins the S&P 500?,10.71,11.04,603249984.0,182.035,15.39,6.12,57.84,IGNORE
FDS,https://www.tradingview.com/chart/?symbol=FDS,FactSet Research Systems Inc.,Financial Services,240.5,8761686016,7.1,-4.5,16.49,13.69,53.1,230.22,256.42,True,False,False,NO CLEAR ENTRY,False,66.31,POSITIVE,5,Groupe Dynamite Q1 Adjusted Earnings and Revenue Jump; Tweaks FY26 Guidance | High Tide Shares Jump 15% After Hours as Its Fiscal Q2 Profit and Record Revenue Top Estimates | FactSet (FDS) Stock Valuation After Steady Guidance And Recurring Revenue Strength,15.48,12.4,590249344.0,72.972,28.08,24.48,57.8,IGNORE
INVH,https://www.tradingview.com/chart/?symbol=INVH,Invitation Homes Inc.,Real Estate,29.0,17227216896,9.2,-3.7,16.9,3.83,44.94,28.25,27.26,True,True,True,BULLISH TREND,False,71.24,POSITIVE,5,Camden Property Trust vs. Invitation Homes: Which Real Estate Stock Is a Better Buy in 2026? | 3 Residential REITs Worth Considering Despite Market Headwinds | Camden Stock Moves Up 9.1% in 6 Months: Will It Continue to Gain?,30.53,43.66,1021075392.0,97.038,6.19,20.96,57.8,IGNORE
STE,https://www.tradingview.com/chart/?symbol=STE,STERIS plc,Healthcare,208.22,20292638720,7.3,52.2,-4.66,-3.31,35.37,215.18,238.43,False,False,False,NO CLEAR ENTRY,False,48.47,NEUTRAL,5,Is STERIS Stock Underperforming the Dow? | Steris (STE) Stock After Q4 Miss And 2027 Outlook What The Valuation Signals Now | Why Is Steris (STE) Up 1% Since Last Earnings Report?,26.26,17.2,837287488.0,28.999,11.37,13.18,57.78,IGNORE
PCG,https://www.tradingview.com/chart/?symbol=PCG,PG&E Corporation,Utilities,16.815,37030408192,15.0,39.8,-8.6,0.03,56.94,16.79,16.35,True,True,True,BULLISH TREND,False,46.82,NEUTRAL,5,Should Value Investors Buy PG&E (PCG) Stock? | Inflationary Woes Continue Despite End of Iran War: 5 Defensive Picks | New Wildfire Lawsuit and Grid Investments Might Change The Case For Investing In PG&E (PCG),13.03,9.33,-5572125184.0,187.872,8.83,11.01,57.6,IGNORE
JKHY,https://www.tradingview.com/chart/?symbol=JKHY,"Jack Henry & Associates, Inc.",Technology,129.48,9199654912,8.7,12.5,-22.28,-2.96,35.99,143.28,159.86,False,False,False,NO CLEAR ENTRY,False,56.76,NEUTRAL,5,1 Financials Stock on Our Buy List and 2 We Find Risky | Jack Henry & Associates (JKHY) Expands Stock Buyback Authorization by 5M Shares | Aeropay To Leverage Jack Henry (JKHY)’s Embedded Payments Technology To Expand Its Instant Payment Capabilities,18.08,18.26,373407744.0,6.398,24.89,20.64,57.59,IGNORE
VLTO,https://www.tradingview.com/chart/?symbol=VLTO,Veralto Corporation,Industrials,83.52,20512450560,6.8,13.3,-8.29,-2.05,42.47,87.0,96.03,False,False,False,NO CLEAR ENTRY,False,61.51,POSITIVE,5,"Active Energy, Quantum Blockchain Technologies, Metir, Poolbeg Pharma, IXICO, Coiled Therapeutics | Veralto (VLTO) Stock Valuation Check After Recent Share Price Weakness | Metir targets PFAS growth as first commercial sales gain momentum",21.53,17.96,768249984.0,95.542,36.46,17.32,57.47,IGNORE
CMI,https://www.tradingview.com/chart/?symbol=CMI,Cummins Inc.,Industrials,700.785,96700669952,2.7,-21.0,28.98,-1.88,56.94,652.62,535.34,True,True,True,BULLISH TREND,False,53.2,NEUTRAL,5,How Did Wall Street Sleep Through CAT Stock's 150% Surge? | Are Auto-Tires-Trucks Stocks Lagging  Cummins (CMI) This Year? | Is Atmus Filtration Technologies Inc. (ATMU) A Good Stock To Buy Now?,36.42,20.67,1688625024.0,61.621,21.99,7.89,57.46,IGNORE
ETN,https://www.tradingview.com/chart/?symbol=ETN,Eaton Corporation plc,Industrials,411.0,159591301120,16.8,-9.4,14.16,0.71,53.01,402.23,366.03,True,True,True,BULLISH TREND,False,60.99,POSITIVE,5,What Will Dana Gain From Its Combination With Eaton Mobility? | One AI Cooling Stock Is 10% Off Highs. Why IBD Says the Setup ‘Doesn’t Get Much Better’ | Eaton to merge Mobility Group with Dana,40.22,26.14,2646500096.0,110.463,20.84,13.99,57.38,IGNORE
PRU,https://www.tradingview.com/chart/?symbol=PRU,"Prudential Financial, Inc.",Financial Services,110.09,38240493568,15.3,-14.3,19.72,8.14,71.37,99.71,101.64,True,True,False,WATCH - OVERBOUGHT,False,56.04,NEUTRAL,5,"PRU Stock Trades at Discount to Industry at 7.64X: Time to Hold? | 3 Reasons to Sell PRU and 1 Stock to Buy Instead | Argus Moves Prudential Financial (PRU) to Hold, Awaiting Clarity on Japan Operations",11.34,7.57,10378999808.0,158.972,10.71,5.48,57.28,IGNORE
CHD,https://www.tradingview.com/chart/?symbol=CHD,"Church & Dwight Co., Inc.",Consumer Defensive,98.475,23333019648,0.2,2.2,0.59,4.38,54.82,95.14,91.39,True,True,True,BULLISH TREND,False,47.57,NEUTRAL,5,Is Church & Dwight Stock Underperforming the Nasdaq? | Why Is National Vision (EYE) Up 3% Since Last Earnings Report? | Kimberly-Clark Stock: Is KMB Underperforming the Consumer Staples Sector?,32.39,24.08,1128824960.0,56.794,16.78,11.81,57.26,IGNORE
UNH,https://www.tradingview.com/chart/?symbol=UNH,UnitedHealth Group Incorporated,Healthcare,410.54,372829618176,2.0,0.7,44.62,4.83,72.94,,,False,False,False,WATCH - OVERBOUGHT,False,61.53,POSITIVE,5,Why Did UnitedHealth Stock Choose Pain Over Growth? | Many Hedge Funds Bought Up This Stock Last Quarter — And You’ve Probably Never Heard of It | 3 Dividend Increases Investors Can Actually Trust,30.91,19.64,17687500800.0,73.982,12.18,2.68,57.17,IGNORE
TKO,https://www.tradingview.com/chart/?symbol=TKO,"TKO Group Holdings, Inc.",Communication Services,196.51,37558226944,25.9,63.0,-1.25,3.79,63.56,,,False,False,False,NO CLEAR ENTRY,False,52.5,NEUTRAL,5,"Blood, Sweat and Corporate Sponsors: Trump Hosts White House Cage Fight | Trump Hosts UFC Fights at White House for 80th Birthday | Trump Bets on South Lawn UFC Spectacle to Energize His Political Base",72.78,42.15,830904512.0,58.229,6.74,4.47,57.1,IGNORE
GPN,https://www.tradingview.com/chart/?symbol=GPN,Global Payments Inc.,Industrials,68.95,18860824576,63.1,,1.71,2.8,40.77,68.96,75.55,False,False,False,NO CLEAR ENTRY,False,56.9,NEUTRAL,5,Is Global Payments Inc. (GPN) A Good Stock To Buy Now? | Global Payments (GPN) – Among Billionaire Larry Robbins’ 10 Dividend Stock Picks | Global Payments Stock: Is GPN Underperforming the Financial Sector?,25.35,4.26,7124387840.0,95.593,2.94,-7.97,56.95,IGNORE
NOC,https://www.tradingview.com/chart/?symbol=NOC,Northrop Grumman Corporation,Industrials,551.11,78276067328,4.4,84.9,-24.79,0.89,48.44,582.33,612.17,False,False,False,NO CLEAR ENTRY,False,70.44,POSITIVE,5,Is Lockheed Martin Strengthening Its Sonar Defense Capabilities? | Defense Stocks Are in a Bear Market. How a Peace Deal Can Send Them Higher. | Can RKLB Stock Survive The SpaceX IPO Gravity Well?,17.27,18.29,2071624960.0,102.682,28.51,10.8,56.49,IGNORE
F,https://www.tradingview.com/chart/?symbol=F,Ford Motor Company,Consumer Cyclical,14.6099,58196434944,6.4,430.8,26.29,0.86,44.27,13.37,12.72,True,True,True,BULLISH TREND,False,51.91,NEUTRAL,5,GM reveals new Silverado pickup as Ford F-150 sales falter | Ford analyst identifies big benefits from its latest pivot | Tesla Stock Traded Its Affordable Car Dream For An AI Moonshot,,7.94,-2247500032.0,425.544,-14.81,-3.22,56.45,IGNORE
PEP,https://www.tradingview.com/chart/?symbol=PEP,"PepsiCo, Inc.",Consumer Defensive,146.08,199682736128,8.5,27.8,-6.41,-0.7,55.16,149.62,147.44,False,False,True,NO CLEAR ENTRY,False,56.94,NEUTRAL,5,PepsiCo (PEP) Price Target Lowered at Piper Sandler. Here is Why | PepsiCo (PEP) Advances But Underperforms Market: Key Facts | PepsiCo Targets Experiential Drinks And Regenerative Farming For Future Growth,22.9,16.03,8746250240.0,244.837,43.88,9.15,56.26,IGNORE
CHRW,https://www.tradingview.com/chart/?symbol=CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,188.955,22272700416,-0.8,9.9,11.22,18.66,63.79,176.27,161.72,True,True,True,BULLISH TREND,False,55.89,NEUTRAL,5,"Datadog upgraded, Accenture downgraded: Wall Street's top analyst calls | Citi turns cautious on trucking stocks as valuation concerns outweigh earnings ups | C.H. Robinson Worldwide vs. GXO: Which Logistics Stock Is a Better Buy in 2026?",38.17,25.72,642142272.0,96.501,34.84,3.7,56.22,IGNORE
ISRG,https://www.tradingview.com/chart/?symbol=ISRG,"Intuitive Surgical, Inc.",Healthcare,418.435,148194131968,23.0,18.8,-13.45,-2.25,41.11,442.6,491.65,False,False,False,NO CLEAR ENTRY,False,53.59,NEUTRAL,5,"Intuitive Surgical, Inc. (ISRG) Gains But Lags Market: What You Should Know | Are Options Traders Betting on a Big Move in Intuitive Surgical Stock? | ISRG's Capital Placement Surge: Demand Strength or Upgrade Cycle Peak?",50.72,35.5,2254087424.0,,17.23,28.15,56.14,IGNORE
DLTR,https://www.tradingview.com/chart/?symbol=DLTR,"Dollar Tree, Inc.",Consumer Defensive,111.46,21419780096,7.2,9.5,-2.54,23.89,67.08,101.31,109.34,True,True,False,BULLISH TREND,False,65.43,POSITIVE,5,Popular discount retailer gets rid of key store section | Dollar Tree Beauty Push Recasts Customer Mix And Valuation Debate | Dollar Tree (DLTR) Stock After 27% Monthly Jump Are Valuation Models Too Cautious?,17.89,14.58,1443624960.0,216.518,33.98,6.51,56.13,IGNORE
PKG,https://www.tradingview.com/chart/?symbol=PKG,Packaging Corporation of America,Consumer Cyclical,230.96,20578224128,10.6,-15.5,8.16,9.62,61.9,,,False,False,False,NO CLEAR ENTRY,False,58.38,NEUTRAL,5,1 Industrials Stock for Long-Term Investors and 2 That Underwhelm | 1 Cash-Producing Stock with Exciting Potential and 2 Facing Challenges | A Look At Packaging Corporation Of America (PKG) Valuation After Recent Mixed Share Performance,28.06,18.85,391424992.0,95.185,16.31,8.04,56.12,IGNORE
ACN,https://www.tradingview.com/chart/?symbol=ACN,Accenture plc,Technology,165.845,102066839552,8.3,4.0,-16.08,1.13,40.7,180.52,226.16,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"Acquisition & Transformation Strategies Aid ADP Amid High Costs | How To Earn $500 A Month From Accenture Stock Ahead Of Q3 Earnings | Update: Dow Climbs to Record, Oil Tumbles Following US-Iran Framework",13.59,11.17,12164313088.0,25.469,24.76,10.61,56.05,IGNORE
HUM,https://www.tradingview.com/chart/?symbol=HUM,Humana Inc.,Healthcare,375.69,45105905664,23.5,-4.6,122.13,24.67,86.1,271.46,246.65,True,True,True,WATCH - OVERBOUGHT,False,59.62,NEUTRAL,5,Why Did UnitedHealth Stock Choose Pain Over Growth? | Jim Cramer on UnitedHealth: “Buy It” | Jim Cramer on Humana: “This Is a Textbook Safety Stock”,40.18,23.88,1431374976.0,77.073,6.28,0.82,56.02,IGNORE
NEE,https://www.tradingview.com/chart/?symbol=NEE,"NextEra Energy, Inc.",Utilities,86.45,180300578816,7.3,160.0,-6.18,-8.98,47.96,90.45,84.49,False,True,True,BUY THE DIP,False,58.65,NEUTRAL,5,Is MYR Group (MYRG) Outperforming Other Utilities Stocks This Year? | Wall Street Bulls Look Optimistic About NextEra (NEE): Should You Buy? | Is PPL Corporation Stock Underperforming the Nasdaq?,21.94,19.66,-18453374976.0,156.686,10.32,29.37,55.99,IGNORE
GE,https://www.tradingview.com/chart/?symbol=GE,GE Aerospace,Industrials,351.485,367241920512,24.7,-1.8,15.62,20.56,70.04,304.3,303.81,True,True,True,WATCH - OVERBOUGHT,False,59.5,NEUTRAL,5,GE Aerospace (GE) Laps the Stock Market: Here's Why | Dow Jones Stocks: Honeywell Aerospace Looms As GE Stock Tries To Break Out | GE Vernova GridOS Launch Spurs Questions On Growth And Valuation,43.72,40.46,5667999744.0,116.527,45.43,17.86,55.91,IGNORE
AMGN,https://www.tradingview.com/chart/?symbol=AMGN,Amgen Inc.,Healthcare,350.06,188930277376,5.8,4.4,-3.7,4.9,60.83,338.87,326.95,True,True,True,BULLISH TREND,False,62.07,POSITIVE,5,Morgan Stanley Raises Amgen (AMGN) Price Target Following a Strong Start for Uplizna | Amgen Faces Dual Turning Point With IMDYLLTRA Gain And Tavneos Risk | Here’s Why Amgen (AMGN) is Among the 7 Best Longevity Stocks to Buy Now,24.36,14.91,7436624896.0,623.754,101.32,20.96,55.87,IGNORE
BR,https://www.tradingview.com/chart/?symbol=BR,"Broadridge Financial Solutions, Inc.",Technology,144.18,16675612672,7.8,15.1,-18.72,1.25,47.43,152.28,196.64,False,False,False,NO CLEAR ENTRY,False,62.59,POSITIVE,5,"How Is Broadridge Financial’s Stock Performance Compared to Other Fintech Stocks? | Is Broadridge Financial Solutions, Inc. (BR) A Good Stock To Buy Now? | Digital Asset Raises $355M as Canton Pushes Deeper Into Capital Markets",15.42,13.85,1187662464.0,120.878,42.31,15.03,55.81,IGNORE
OTIS,https://www.tradingview.com/chart/?symbol=OTIS,Otis Worldwide Corporation,Industrials,73.24,28103364608,6.4,42.6,-11.87,3.14,56.07,74.6,84.14,False,False,False,NO CLEAR ENTRY,False,57.3,NEUTRAL,5,How Otis Worldwide’s (OTIS) Elevator Modernization Push And Rising Dividend Yield Has Changed Its Investment Story | Otis Singapore Elevator Win Highlights Sustainability And Long Term Investor Questions | Is Otis Worldwide Corporation (OTIS) A Good Stock To Buy Now?,19.48,15.52,1682125056.0,,,10.11,55.68,IGNORE
HOOD,https://www.tradingview.com/chart/?symbol=HOOD,"Robinhood Markets, Inc.",Financial Services,97.1899,87520002048,15.1,2.7,29.05,25.99,67.47,81.37,102.75,True,False,False,NO CLEAR ENTRY,False,59.37,NEUTRAL,5,"Robinhood to let go 10% of staff as it seeks to become leaner | Thanks to the World Cup, Robinhood's 2026 prediction markets revenue could skyrocket | A Trillion-Dollar Prediction Markets Boom Is Great For Wall Street. For Retail Investors? Not So Much.",47.18,34.37,,140.483,21.46,41.12,55.65,IGNORE
CTSH,https://www.tradingview.com/chart/?symbol=CTSH,Cognizant Technology Solutions Corporation,Technology,50.795,24026034176,5.8,3.6,-16.21,11.08,46.29,54.1,67.21,False,False,False,NO CLEAR ENTRY,False,64.51,POSITIVE,5,Cognizant’s CEO Just Compared This AI Launch to the iPhone Moment. You Should Buy This Rare Undervalued AI Stock. | CoreWeave Stock Pops on Nasdaq-100 Inclusion. What to Know. | Adobe CFO Quits to Join a Chipmaker. You Shouldn’t Quit ADBE Stock.,11.02,8.24,1908875008.0,7.247,14.88,10.41,55.46,IGNORE
ETR,https://www.tradingview.com/chart/?symbol=ETR,Entergy Corporation,Utilities,112.63,51571793920,12.0,1.2,6.66,-0.24,51.56,112.26,99.61,True,True,True,BULLISH TREND,False,71.31,POSITIVE,5,ETR vs XEL: Which Electric Utility Stock Is a Better Investment Pick? | Entergy Stock: Is ETR Outperforming the Utility Sector? | How Entergy’s Fair Share Plus Data Center Strategy Will Impact Entergy (ETR) Investors,28.73,22.25,-3913097728.0,192.883,10.75,13.41,55.4,IGNORE
IDXX,https://www.tradingview.com/chart/?symbol=IDXX,"IDEXX Laboratories, Inc.",Healthcare,572.565,45165645824,14.3,17.2,-2.35,7.45,56.41,563.16,633.79,True,False,False,NO CLEAR ENTRY,False,45.77,NEUTRAL,5,Is IDEXX Laboratories Stock Underperforming the Nasdaq? | Idexx (IDXX) Down 3.2% Since Last Earnings Report: Can It Rebound? | IDEXX Parasite Test Expansion Links Zoonotic Risk And Valuation Debate,42.19,34.67,786844480.0,71.04,72.91,24.63,55.26,IGNORE
AIG,https://www.tradingview.com/chart/?symbol=AIG,"American International Group, Inc.",Financial Services,75.475,40017313792,1.4,21.6,-0.74,-0.18,52.41,,,False,False,False,NO CLEAR ENTRY,False,57.07,NEUTRAL,5,American International Group (AIG) Stock Valuation Check After Recent Pullback And Analyst Upside Forecast | AIG's Turnaround Continues Despite Stock Weakness: Time to Buy? | EG Stock Trades Near 52-Week High: Should Investors Exit or Hold?,13.29,8.48,9517249536.0,22.647,7.72,11.84,55.22,IGNORE
Q,https://www.tradingview.com/chart/?symbol=Q,"Qnity Electronics, Inc.",Technology,156.05,32667383808,17.6,-21.7,39.09,,,,,False,False,False,NO DATA,False,56.97,NEUTRAL,5,"Qnity’s New AI Chip Materials Launch Tests Valuation And Debt Concerns | Qnity Electronics (Q) Among Our Best Up and Coming AI Stocks | Qnity Electronics, Inc. (Q) Price Target Raised to $200 on Strong AI-Driven Demand Trends",50.18,32.54,702374976.0,60.756,7.48,13.13,55.21,IGNORE
TSLA,https://www.tradingview.com/chart/?symbol=TSLA,"Tesla, Inc.",Consumer Cyclical,404.5601,1519415984128,15.8,8.3,2.28,-8.74,40.15,399.18,415.97,True,False,False,NO CLEAR ENTRY,False,61.31,POSITIVE,5,The Mag 7 plus these three AI companies make up the new Fab 10 | What SpaceX's $1.2 billion bitcoin holdings mean for investors | Elon Musk could lose nearly $1 trillion and still be the world's richest person,364.47,161.83,5251999744.0,18.738,4.9,3.95,55.05,IGNORE
CPT,https://www.tradingview.com/chart/?symbol=CPT,Camden Property Trust,Real Estate,112.585,11156114432,-0.5,12.1,12.94,9.74,64.76,105.95,104.22,True,True,True,BULLISH TREND,False,69.32,POSITIVE,5,Camden Property Trust vs. Invitation Homes: Which Real Estate Stock Is a Better Buy in 2026? | Camden Property Trust (CPT) Valuation Check After Recent Short Term Share Price Rebound | Camden Stock Moves Up 9.1% in 6 Months: Will It Continue to Gain?,31.45,70.52,688079616.0,104.147,9.06,24.49,55.0,IGNORE
