Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
WDC,https://www.tradingview.com/chart/?symbol=WDC,Western Digital Corporation,Technology,525.93,181278670848,45.5,482.9,100.67,13.36,63.89,428.89,244.66,True,True,True,BULLISH TREND,False,48.84,NEUTRAL,5,"Up 981%, Is Western Digital Stock Still a Buy? | Seagate, Western Digital Stocks Climb As Analysts Hike Price Targets | SNDK's New Business Model Boosts Profitability: Time to Buy the Stock?",31.44,29.55,2075000064.0,17.81,85.92,55.29,89.11,BUY SIGNAL
VRSN,https://www.tradingview.com/chart/?symbol=VRSN,"VeriSign, Inc.",Technology,289.76,26368161792,6.6,11.4,19.87,4.33,37.02,279.74,257.08,True,True,True,BULLISH TREND,False,63.12,POSITIVE,5,"VeriSign Inc. (VRSN): Renaissance Technologies Admires This Company | What Are Wall Street Analysts' Target Price for VeriSign Stock? | The Bull Case For VeriSign (VRSN) Could Change Following Strong Q1, Higher Guidance And Dividend News - Learn Why",32.02,27.11,807275008.0,,,49.96,65.85,WATCHLIST
DOC,https://www.tradingview.com/chart/?symbol=DOC,"Healthpeak Properties, Inc.",Real Estate,19.725,13602250752,7.1,363.9,15.22,0.89,53.33,17.86,17.19,True,True,True,BULLISH TREND,False,61.91,POSITIVE,5,How Investors Are Reacting To Healthpeak Properties (DOC) Raised 2026 FFOA Outlook And Janus Living IPO Proceeds | Is It Time To Reassess Healthpeak Properties (DOC) After Its Strong Year To Date Rally | Healthpeak (DOC) Down 2.2% Since Last Earnings Report: Can It Rebound?,61.66,131.53,1109761536.0,118.243,2.8,7.73,65.8,WATCHLIST
GD,https://www.tradingview.com/chart/?symbol=GD,General Dynamics Corporation,Industrials,341.07,92235620352,10.3,12.0,-5.34,-1.92,47.75,339.57,340.38,True,True,False,BULLISH TREND,False,58.14,NEUTRAL,5,"Five killed in Russian attacks on Ukraine’s Kherson region, governor says | If EPS Growth Is Important To You, General Dynamics (NYSE:GD) Presents An Opportunity | Why General Dynamics (GD) Outpaced the Stock Market Today",21.45,18.8,5289500160.0,37.701,17.97,8.07,65.75,WATCHLIST
LVS,https://www.tradingview.com/chart/?symbol=LVS,Las Vegas Sands Corp.,Consumer Cyclical,50.44,33423425536,25.3,73.0,-5.89,-6.21,51.41,52.71,56.49,False,False,False,NO CLEAR ENTRY,False,56.47,NEUTRAL,5,Why The Narrative Around Las Vegas Sands (LVS) Is Shifting Without A New Price Target | Why Las Vegas Sands (LVS) is a Top Value Stock for the Long-Term | Is Las Vegas Sands Corp. (LVS) One of the Best Sin Stocks to Buy Now?,18.61,13.73,1622625024.0,981.405,90.45,13.41,65.62,WATCHLIST
HAL,https://www.tradingview.com/chart/?symbol=HAL,Halliburton Company,Energy,40.3,33666529280,-0.3,133.5,16.8,3.45,38.51,39.74,31.29,True,True,True,BULLISH TREND,False,50.67,NEUTRAL,5,"Assessing Halliburton (HAL) Valuation As Shares Trade Near Analyst Targets And DCF Signals A Wider Discount | Oil Services Are Setting Up to Do It Again, But There’s a Catch the Strait of Hormuz Trade Can’t Ignore | Elixir Energy advances Lorelle-3H toward key flow testing phase",22.27,13.79,2027000064.0,74.651,14.63,6.95,65.6,WATCHLIST
DELL,https://www.tradingview.com/chart/?symbol=DELL,Dell Technologies Inc.,Technology,399.03,259197222912,87.5,282.5,173.2,73.29,75.83,246.12,162.09,True,True,True,WATCH - OVERBOUGHT,False,50.65,NEUTRAL,5,AMD commits £2 billion to UK AI supercomputers and research | Analysis-Nvidia's AI PC push banks on unproven demand beyond niche users | Why Is AMD Stock Rising Premarket Today?,31.82,18.87,-128125000.0,,,6.28,65.55,WATCHLIST
EQIX,https://www.tradingview.com/chart/?symbol=EQIX,"Equinix, Inc.",Real Estate,1068.3575,105365962752,12.1,20.0,13.62,0.65,53.95,1058.35,874.4,True,True,True,BULLISH TREND,False,48.72,NEUTRAL,5,Four REITs Fund 45% of This Income ETF’s Distributions Right Now | Equinix (EQIX) Exceeds Market Returns: Some Facts to Consider | Is Equinix Stock Underperforming the Nasdaq?,73.78,55.58,2725125120.0,162.961,10.06,14.93,65.5,WATCHLIST
BSX,https://www.tradingview.com/chart/?symbol=BSX,Boston Scientific Corporation,Healthcare,48.7507,72460861440,11.6,100.0,-32.2,-13.82,24.23,57.55,83.56,False,False,False,NO CLEAR ENTRY,False,67.25,POSITIVE,5,Boston Scientific to build Indiana distribution center | Boston Scientific (BSX) Initiates $2B Accelerated Share Repurchase Agreement | Is Boston Scientific Corporation (BSX) One of the Top Cheap Stocks With Strong Buy Ratings on Wall Street?,20.4,13.08,2807124992.0,42.25,14.66,17.29,65.48,WATCHLIST
JPM,https://www.tradingview.com/chart/?symbol=JPM,JPMorgan Chase & Co.,Financial Services,311.795,835458236416,12.7,17.2,8.1,1.8,61.53,304.46,304.11,True,True,True,BULLISH TREND,False,45.53,NEUTRAL,5,Elon Musk's mom at JPMorgan event: 'I have a genius son' | Forget JEPI: Three Business Development Company ETFs Yielding Over 12% From Private Credit Loans | Treasuries Erase Drop in Oil-Driven Move Tied to Middle East War,14.92,13.24,,,16.47,33.94,65.24,WATCHLIST
VRTX,https://www.tradingview.com/chart/?symbol=VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,443.555,112576659456,7.8,61.4,-3.76,4.37,54.87,436.74,437.42,True,True,False,BULLISH TREND,False,59.77,NEUTRAL,5,Assessing Vertex Pharmaceuticals (VRTX) Valuation After Mixed Recent Returns And Long Term Shareholder Gains | Acadia (ACAD) Down 3.7% Since Last Earnings Report: Can It Rebound? | Why Is Jazz (JAZZ) Up 1% Since Last Earnings Report?,26.32,20.66,2783225088.0,10.26,24.2,35.51,65.23,WATCHLIST
PLTR,https://www.tradingview.com/chart/?symbol=PLTR,Palantir Technologies Inc.,Technology,135.47,324763844608,84.7,325.0,-13.4,-1.15,50.27,140.66,160.97,False,False,False,NO CLEAR ENTRY,False,48.75,NEUTRAL,5,What's Happening With BigBear.ai Stock? | Beyond AI Chip Rally: 4 Software Stocks to Buy Now as the Hype Shifts | Palantir CEO Alex Karp Says He's Been Warning AI Leaders For Months About Nationalization Risks: 'The Momentum Is On The Side Of People Who...',152.21,65.31,1752997120.0,2.477,32.59,43.67,64.8,WATCHLIST
TXT,https://www.tradingview.com/chart/?symbol=TXT,Textron Inc.,Industrials,90.87,15801291776,11.8,10.6,-3.45,-0.79,51.14,90.61,88.05,True,True,True,BULLISH TREND,False,72.36,POSITIVE,5,Can Archer Aviation's Strong Liquidity Position Fuel Growth? | 1 Profitable Stock Worth Your Attention and 2 We Question | Strength in Commercial Engines Unit Drives GE Aerospace: A Sign for More Upside?,17.34,12.45,622374976.0,52.674,12.25,6.15,64.64,WATCHLIST
LITE,https://www.tradingview.com/chart/?symbol=LITE,Lumentum Holdings Inc.,Technology,892.24,69416271872,90.1,,39.26,-0.04,50.59,887.45,482.3,True,True,True,BULLISH TREND,False,58.53,NEUTRAL,5,Is Surging AI Demand Driving Lumentum's Stronger Q4 Guidance? | Corning Stock Rises. Glass Maker Scores Multibillion-Dollar Deal With Amazon | There’s Still Time to Invest in Lumentum’s Optical Networking Momentum,156.53,49.29,93350000.0,111.445,22.83,17.68,64.63,WATCHLIST
NFLX,https://www.tradingview.com/chart/?symbol=NFLX,"Netflix, Inc.",Communication Services,82.08,345622347776,16.2,86.4,-16.52,-6.99,16.53,91.9,100.01,False,False,False,NO CLEAR ENTRY,False,68.56,POSITIVE,5,"Here’s Why Netflix (NFLX) Is One of the Best Blue Chip Stocks Under $100 to Buy Now | Is Netflix, Inc. (NFLX) A Good Stock To Buy Now? | 3 Quality Compounders to Target This Week",26.48,21.37,25993676800.0,53.788,48.49,28.52,64.63,WATCHLIST
PSA,https://www.tradingview.com/chart/?symbol=PSA,Public Storage,Real Estate,309.43,54319116288,3.2,32.8,1.99,0.03,65.72,299.05,284.62,True,True,True,BULLISH TREND,False,51.28,NEUTRAL,5,Public Storage Looks Good But Buy This Unstoppable REIT Wealth Creator as National Debt Soars | Is Public Storage Stock Underperforming the Dow? | Crown Castle (CCI) Soars 5.8%: Is Further Upside Left in the Stock?,31.93,30.45,2337331968.0,107.646,20.18,39.06,64.55,WATCHLIST
UNH,https://www.tradingview.com/chart/?symbol=UNH,UnitedHealth Group Incorporated,Healthcare,402.78,365782401024,2.0,0.7,41.24,8.94,58.8,352.27,326.76,True,True,True,BULLISH TREND,False,63.29,POSITIVE,5,"Beat the Market the Zacks Way: Extreme Networks, Bloom Energy, UnitedHealth in Focus | Is UnitedHealth Group Incorporated (UNH) A Good Stock To Buy Now? | Berkshire Hathaway Signals Post Buffett Shift With Delta Air Lines Bet",30.38,19.27,17687500800.0,73.982,12.18,2.68,64.51,WATCHLIST
CNC,https://www.tradingview.com/chart/?symbol=CNC,Centene Corporation,Healthcare,64.48,31840030720,5.1,18.3,48.85,17.28,66.88,49.09,40.67,True,True,True,BULLISH TREND,False,57.78,NEUTRAL,5,Is Centene (CNC) Most Undervalued Stocks to Buy and Hold for 2 Years? | Centene (CNC) Earns A Spot On Bank Of America’s Highest-Conviction List | Can UNH Stock Sustain Its Recent 40% Rally?,,14.47,6847499776.0,76.049,-26.04,-3.61,64.37,WATCHLIST
KMI,https://www.tradingview.com/chart/?symbol=KMI,"Kinder Morgan, Inc.",Energy,31.42,69904031744,13.8,36.0,-4.77,-0.32,29.79,32.24,29.12,False,True,True,NO CLEAR ENTRY,False,69.04,POSITIVE,5,"Investors Heavily Search Kinder Morgan, Inc. (KMI): Here is What You Need to Know | Want Income? Buy These 3 Top Energy Dividend Stocks Now | Kinder Morgan Stock: Is KMI Underperforming the Energy Sector?",21.09,20.93,1646875008.0,98.84,10.6,18.92,64.37,WATCHLIST
ABNB,https://www.tradingview.com/chart/?symbol=ABNB,"Airbnb, Inc.",Consumer Cyclical,134.79,79998517248,17.9,6.0,0.57,-4.04,50.96,134.85,128.87,False,True,True,NO CLEAR ENTRY,False,61.58,POSITIVE,5,Airbnb CEO Brian Chesky Is Building An AI Startup—And It's Not Another Chatbot: Report | Why The Narrative Around Airbnb (ABNB) Is Shifting With New Analyst Calls And Fair Value Estimates | 6 Stocks That Could Win at the World Cup,33.28,22.33,3191000064.0,33.185,32.32,19.9,64.33,WATCHLIST
AME,https://www.tradingview.com/chart/?symbol=AME,"AMETEK, Inc.",Industrials,226.38,51886977024,11.3,14.5,0.74,-3.56,51.19,228.19,209.76,False,True,True,NO CLEAR ENTRY,False,52.92,NEUTRAL,5,African Media Entertainment's (JSE:AME) Conservative Accounting Might Explain Soft Earnings | Is Eaton Corporation Stock Underperforming the S&P 500? | We Think That There Are Issues Underlying AME Elite Consortium Berhad's (KLSE:AME) Earnings,34.2,25.69,1385356544.0,22.489,14.63,20.11,64.33,WATCHLIST
HIG,https://www.tradingview.com/chart/?symbol=HIG,"The Hartford Insurance Group, Inc.",Financial Services,129.02,35368357888,6.1,41.4,-6.03,-2.29,35.57,134.14,132.81,False,False,True,NO CLEAR ENTRY,False,51.38,NEUTRAL,5,"1 Insurance Stock for Long-Term Investors and 2 We Find Risky | HIG to Divest Hartford Funds to Wellington, Unlocking $1.9B Value | How The Story Is Evolving For Hartford Insurance Group (HIG) Without New Analyst Signals",9.08,9.07,5603250176.0,23.151,22.74,14.11,64.16,WATCHLIST
AMP,https://www.tradingview.com/chart/?symbol=AMP,"Ameriprise Financial, Inc.",Financial Services,450.46,40495042560,9.0,66.0,-2.03,-1.83,35.9,456.12,473.63,False,False,False,NO CLEAR ENTRY,False,55.12,NEUTRAL,5,Chilling in Money-Market Funds is the Hot Retail Strategy Now | Data Breach at Mariner Wealth Advisors Exposed Personal Information of Thousands of Individuals | Assessing Ameriprise Financial (AMP) Valuation After Recent Share Price Weakness,11.22,9.46,3355624960.0,56.246,66.94,20.17,63.96,WATCHLIST
ADSK,https://www.tradingview.com/chart/?symbol=ADSK,"Autodesk, Inc.",Technology,225.235,47557300224,18.4,231.4,-13.62,-10.28,37.12,237.68,273.35,False,False,False,NO CLEAR ENTRY,False,58.48,NEUTRAL,5,"Autodesk (ADSK) Teams Up With A Cloud Giant To Unlock New Opportunities | Is Autodesk, Inc. (ADSK) A Good Stock To Buy Now? | 1 Growth Stock Set to Flourishand 2 We Ignore",32.88,15.79,3060999936.0,85.419,50.4,19.49,63.83,WATCHLIST
ADP,https://www.tradingview.com/chart/?symbol=ADP,"Automatic Data Processing, Inc.",Technology,229.35,91679055872,7.0,10.5,3.68,7.13,57.1,210.44,243.86,True,False,False,NO CLEAR ENTRY,False,53.29,NEUTRAL,5,Possible Bearish Signals With Automatic Data Processing Insiders Disposing Stock | Stocks Mostly Down Pre-Bell as Investors Await Key Jobs Report | 3 Cash-Producing Stocks Worth Investigating,21.39,18.81,4749387264.0,69.259,71.21,20.12,63.81,WATCHLIST
PANW,https://www.tradingview.com/chart/?symbol=PANW,"Palo Alto Networks, Inc.",Technology,266.025,216810373120,31.1,,61.13,35.36,57.31,206.06,192.54,True,True,True,BULLISH TREND,False,47.98,NEUTRAL,5,"2 High-Flying Stocks on Our Buy List and 1 We Find Risky | PANW Stock Declines 9% Post Q3 Results: Should You Buy, Sell or Hold? | Here is What to Know Beyond Why Palo Alto Networks, Inc. (PANW) is a Trending Stock",233.36,64.73,3579375104.0,7.698,4.83,7.95,63.79,WATCHLIST
MS,https://www.tradingview.com/chart/?symbol=MS,Morgan Stanley,Financial Services,214.58,338453790720,16.3,31.9,34.46,12.84,71.56,189.64,171.33,True,True,True,WATCH - OVERBOUGHT,False,56.13,NEUTRAL,5,"SpaceX IPO Is Said to Be Well Oversubscribed, Orders Close Wednesday | Morgan Stanley’s Wilson calls Friday U.S. selloff a “healthy reset” | Universal Music Sounds Out Investors for €1 Billion Bond Sale",19.44,16.9,,502.246,16.39,24.75,63.69,WATCHLIST
C,https://www.tradingview.com/chart/?symbol=C,Citigroup Inc.,Financial Services,134.29,229041913856,15.9,56.1,26.58,4.03,70.2,125.3,110.65,True,True,True,WATCH - OVERBOUGHT,False,58.27,NEUTRAL,5,These Are 5 Of The Best Stocks To Buy Or Watch Now | Big Banks Eye Tokenized Deposits as Stablecoin Competition Heats Up | Citigroup's Path to 5-6% NII Rise in 2026: What's Driving the Upside?,16.6,10.72,,,7.65,20.36,63.61,WATCHLIST
IRM,https://www.tradingview.com/chart/?symbol=IRM,Iron Mountain Incorporated,Real Estate,124.1725,36944384000,21.6,860.0,16.84,-2.08,50.46,119.49,101.17,True,True,True,BULLISH TREND,False,66.02,POSITIVE,5,Assessing Iron Mountain (IRM) Valuation After A Strong Multi‑Year Share Price Run | How Senior Housing and Warehouses Defend Monthly Payouts Today | Are Business Services Stocks Lagging  Clean Harbors (CLH) This Year?,134.97,46.44,-499464512.0,,,3.76,63.38,WATCHLIST
VLO,https://www.tradingview.com/chart/?symbol=VLO,Valero Energy Corporation,Energy,258.38,76721487872,6.6,,20.22,9.84,50.82,244.18,195.11,True,True,True,BULLISH TREND,False,69.31,POSITIVE,5,Best Growth Stocks to Buy for June 8th | Is Darling Ingredients Inc. (DAR) A Good Stock To Buy Now? | A Look At Valero Energy (VLO) Valuation As Strong Earnings Hopes Clash With Insider Selling Concerns,18.87,12.24,4786625024.0,42.664,15.85,3.57,63.34,WATCHLIST
COST,https://www.tradingview.com/chart/?symbol=COST,Costco Wholesale Corporation,Consumer Defensive,973.52,431735504896,21.5,45.5,-3.02,-3.81,23.73,1005.51,954.69,False,True,True,NO CLEAR ENTRY,False,58.33,NEUTRAL,5,Is Costco's Digital Surge Making It a Bigger Retail Winner? | Costco cuts Kirkland Signature prices Q3 2026 earnings | Costco has a secret weapon that's stronger than ultra-low gas prices,48.87,43.05,6954375168.0,60.257,29.15,3.01,63.32,WATCHLIST
CRM,https://www.tradingview.com/chart/?symbol=CRM,"Salesforce, Inc.",Technology,182.135,149168553984,13.3,52.2,-8.15,-2.26,51.82,181.16,219.16,True,False,False,NO CLEAR ENTRY,False,61.77,POSITIVE,5,Software Shows the Stock Market’s Rise Is More Rational Than You Think | Is Veeva Systems Inc. (VEEV) A Good Stock To Buy Now? | Is Salesforce or ServiceNow a Better Stock to Buy Right Now?,21.1,11.72,16552999936.0,124.282,16.91,18.73,63.04,WATCHLIST
ADBE,https://www.tradingview.com/chart/?symbol=ADBE,Adobe Inc.,Technology,245.685,99305873408,12.0,11.1,-13.01,-4.22,44.29,246.23,301.04,False,False,False,NO CLEAR ENTRY,False,52.94,NEUTRAL,5,"SpaceX IPO, Oracle earnings, May CPI: What to watch this week | Oracle and Adobe are part of Zacks Earnings Preview | Assessing Adobe (ADBE) Valuation As Earnings Loom And AI Competition And CEO Shift Draw Focus",14.33,9.3,9321374720.0,58.34,58.77,29.48,62.99,WATCHLIST
EW,https://www.tradingview.com/chart/?symbol=EW,Edwards Lifesciences Corporation,Healthcare,85.61,49294237696,16.7,8.2,1.6,3.44,60.85,82.29,81.75,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5,Possible Bearish Signals With Edwards Lifesciences Insiders Disposing Stock | Why Is Veracyte (VCYT) Up 18.2% Since Last Earnings Report? | Is Edwards Lifesciences Stock Underperforming the Nasdaq?,46.28,25.42,902137472.0,6.806,10.46,17.39,62.95,WATCHLIST
WAB,https://www.tradingview.com/chart/?symbol=WAB,Westinghouse Air Brake Technologies Corporation,Industrials,260.29,44165316608,13.0,12.8,5.51,-1.87,50.57,261.28,227.72,False,True,True,NO CLEAR ENTRY,False,49.42,NEUTRAL,5,"Zacks Industry Outlook Highlights Wabtec, AerCap and Ryder System | Are Transportation Stocks Lagging  TEEKAY TANK LTD (TNK) This Year? | Westinghouse Air Brake (WAB) Among The Best Non-AI Stocks in Billionaire Stanley Druckenmiller Portfolio",36.76,21.41,1123250048.0,62.03,11.31,10.52,62.8,WATCHLIST
UDR,https://www.tradingview.com/chart/?symbol=UDR,"UDR, Inc.",Real Estate,38.8,14376006656,4.2,151.6,5.58,5.06,61.63,36.11,35.83,True,True,True,BULLISH TREND,False,51.1,NEUTRAL,5,How The Story Around UDR (UDR) Is Shifting With Recalibrated Multifamily Expectations | Here’s Why UDR is Among the 10 Best Residential REITs to Buy in 2026 | Gasoline Prices Aren’t the Only Inflation Threat. Watch Housing Costs.,26.39,64.67,1007130496.0,142.368,12.35,27.78,62.79,WATCHLIST
ROP,https://www.tradingview.com/chart/?symbol=ROP,"Roper Technologies, Inc.",Technology,333.6,33666031616,11.3,59.2,-7.88,-5.35,52.02,343.85,412.12,False,False,False,NO CLEAR ENTRY,False,64.39,POSITIVE,5,"Is Roper Technologies (ROP) Offering An Opportunity After Its 41.6% Twelve-Month Share Price Decline | Zacks Industry Outlook Highlights Vertiv, Roper and Jack Henry & Associates | Is Roper Technologies Stock Underperforming the Nasdaq?",20.84,13.96,2169925120.0,55.606,9.01,21.12,62.75,WATCHLIST
WELL,https://www.tradingview.com/chart/?symbol=WELL,Welltower Inc.,Real Estate,202.475,142930034688,38.3,157.9,-2.17,-4.59,39.77,208.74,191.82,False,True,True,NO CLEAR ENTRY,False,69.61,POSITIVE,5,BofA Raises its Price Target on Welltower (WELL) | Is Welltower Stock Underperforming the S&P 500? | Welltower’s Dividend Is Up 15%. Here’s What Really Matters for the Stock.,97.81,60.26,2600212736.0,44.486,3.67,11.96,62.72,WATCHLIST
TKO,https://www.tradingview.com/chart/?symbol=TKO,"TKO Group Holdings, Inc.",Communication Services,203.19,38834950144,25.9,63.0,-0.03,8.36,60.18,192.38,196.16,True,True,False,BULLISH TREND,False,62.23,POSITIVE,5,"The Bull Case For TKO Group Holdings (TKO) Could Change Following US$150 Million Cash Distribution Decision | 6 Stocks That Could Win at the World Cup | The Dealmaking 3: World Cup on Fox, WNBA’s Historic CBA, Knicks Give Back",75.54,43.58,830904512.0,58.229,6.74,4.47,62.68,WATCHLIST
CME,https://www.tradingview.com/chart/?symbol=CME,CME Group Inc.,Financial Services,250.04,90345136128,14.4,21.3,-19.77,-12.83,12.12,287.07,277.06,False,False,True,NO CLEAR ENTRY,False,49.26,NEUTRAL,5,"Oil Prices Ease As Iran Holds Fire, Trump Pursues Deal; S&P 500 Bounces | CME Group CEO Blasts Bitcoin Perpetual Futures, Warns of ‘2007’ Risk | Will Crypto Intrude on Financial Exchanges’ Business? The Panic is Premature.",21.35,19.37,3030237440.0,14.059,15.92,63.32,62.64,WATCHLIST
ZBRA,https://www.tradingview.com/chart/?symbol=ZBRA,Zebra Technologies Corporation,Technology,236.43,11261962240,14.3,3.8,10.6,3.42,35.34,232.04,255.98,True,False,False,NO CLEAR ENTRY,False,50.73,NEUTRAL,5,"This is Why Zebra Technologies Corporation (ZBRA) is a Cheap Robotics Stock to Buy | Assessing Zebra Technologies (ZBRA) Valuation After A Year Of Share Price Weakness And Recent Momentum | PAR Technology, Zebra, and Mirion Stocks Trade Down, What You Need To Know",28.52,11.42,559000000.0,82.104,11.78,7.49,62.51,WATCHLIST
PRU,https://www.tradingview.com/chart/?symbol=PRU,"Prudential Financial, Inc.",Financial Services,103.865,36074921984,15.3,-14.3,9.75,5.87,57.1,98.53,101.59,True,True,False,BULLISH TREND,False,57.51,NEUTRAL,5,Did Prudential’s New Elevate Annuities and Junior Notes Issue Just Shift Its (PRU) Investment Narrative? | Prudential Elevate Targets IMO Channel As Retirement Story Evolves | Prudential (PRU) Up 0.6% Since Last Earnings Report: Can It Continue?,10.7,7.11,10378999808.0,158.972,10.71,5.48,62.5,WATCHLIST
CEG,https://www.tradingview.com/chart/?symbol=CEG,Constellation Energy Corporation,Utilities,251.77,89907576832,63.8,1091.0,-21.93,-18.99,45.3,288.11,320.57,False,False,False,NO CLEAR ENTRY,False,70.19,POSITIVE,5,"Are These 3 Energy Stocks About to Soar as Driving Season Kicks Off in the United States? | Data-Center Stocks Like Corning and Vertiv Are Getting Clobbered | SpaceX, Anthropic & Beyond: ICR Managing Partner Steve Parish, Live at NYSE",21.86,18.49,-4478875136.0,66.428,16.1,12.69,62.47,WATCHLIST
FAST,https://www.tradingview.com/chart/?symbol=FAST,Fastenal Company,Industrials,46.14,52964597760,12.4,13.8,-0.9,4.0,65.24,44.99,44.16,True,True,True,BULLISH TREND,False,57.6,NEUTRAL,5,3 Nasdaq 100 Stocks Worth Investigating | EQPT vs. FAST: Which Stock Should Value Investors Buy Now? | Fastenal (FAST) Valuation Check As Shares Move On Recent Price Action,40.83,33.61,903862528.0,11.167,33.84,15.39,62.26,WATCHLIST
JBHT,https://www.tradingview.com/chart/?symbol=JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,287.2,27082731520,4.6,27.4,32.32,18.81,74.96,246.78,197.46,True,True,True,WATCH - OVERBOUGHT,False,60.89,POSITIVE,5,"ARCB or JBHT: Which Is the Better Value Stock Right Now? | Is J.B. Hunt Transport Services, Inc. (JBHT) A Good Stock To Buy Now? | How The Story Is Shifting For J.B. Hunt Transport Services (JBHT) On Capacity And Buybacks",44.6,31.29,829849984.0,43.622,16.68,5.13,62.22,WATCHLIST
URI,https://www.tradingview.com/chart/?symbol=URI,"United Rentals, Inc.",Industrials,1086.367,68057149440,7.2,6.6,32.65,15.3,81.71,895.6,876.34,True,True,True,WATCH - OVERBOUGHT,False,72.5,POSITIVE,5,"Why Analysts Are Still Bullish On United Rentals (URI) Despite Macro Noise | Assessing Whether United Rentals (URI) Still Looks Undervalued After Its Recent Strong Share Price Momentum | Stocks making big moves yesterday: United Rentals, Peloton, Redwire, Intel, and IBM",27.8,20.16,1870625024.0,167.473,28.24,15.32,62.05,WATCHLIST
REG,https://www.tradingview.com/chart/?symbol=REG,Regency Centers Corporation,Real Estate,77.55,14496807936,10.0,17.2,0.1,-0.4,51.7,78.05,72.77,False,True,True,NO CLEAR ENTRY,False,54.35,NEUTRAL,5,"Is Simon Property Stock Outperforming the S&P 500? | Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Assessing Regency Centers (REG) Valuation After Recent Steady Performance And Modest Undervaluation Estimate",26.65,30.64,574623104.0,73.218,8.0,33.11,61.95,WATCHLIST
AJG,https://www.tradingview.com/chart/?symbol=AJG,Arthur J. Gallagher & Co.,Financial Services,213.335,54814724096,34.6,16.2,-1.71,5.99,58.68,209.74,244.93,True,False,False,NO CLEAR ENTRY,False,66.81,POSITIVE,5,Is Arthur J. Gallagher Stock Underperforming the Dow? | How Arthur J. Gallagher (AJG) Narrative Is Evolving With An Unchanged Fair Value Estimate | 1 Profitable Stock with Exciting Potential and 2 We Turn Down,34.52,14.36,1080225024.0,56.18,7.01,11.35,61.94,WATCHLIST
KVUE,https://www.tradingview.com/chart/?symbol=KVUE,Kenvue Inc.,Consumer Defensive,17.6201,33830746112,4.5,46.9,-1.8,0.63,58.4,17.23,17.02,True,True,True,BULLISH TREND,False,66.16,POSITIVE,5,"Does Kenvue (KVUE) Offer Value After Share Price Decline And DCF Upside Projection | Jim Cramer Says He Likes “Kimberly-Clark Because It’s Merging With Kenvue” | Best Consumer Dividend Stocks to Buy Now: HAS, KVUE, MOV",20.98,14.25,1858000000.0,82.975,15.7,10.61,61.94,WATCHLIST
NDAQ,https://www.tradingview.com/chart/?symbol=NDAQ,"Nasdaq, Inc.",Financial Services,86.62,48987144192,13.7,33.8,-1.31,-2.67,31.1,88.67,89.64,False,False,False,NO CLEAR ENTRY,False,53.36,NEUTRAL,5,"Move Over, SpaceX: Popular Companies from Lime to Oura Line Up for Market Debuts | Nasdaq (NASDAQ:NDAQ) Could Be A Buy For Its Upcoming Dividend | SpaceX and Other Mega IPOs May Wait Years to Join the S&P 500",26.09,19.56,1559624960.0,79.058,16.2,35.28,61.92,WATCHLIST
LIN,https://www.tradingview.com/chart/?symbol=LIN,Linde plc,Basic Materials,500.33,231326220288,8.2,13.4,4.13,1.63,42.44,501.29,462.88,False,True,True,NO CLEAR ENTRY,False,73.79,POSITIVE,5,"Why Coca-Cola and Walmart Top This List of Steady, Low-Volatility Dividend Aristocrats | Linde plc (LIN) Rose on Investors Favour Its Defensive Business Profile | Is It Time To Reconsider Linde (LIN) After Its Recent Share Price Pullback?",33.18,25.38,4694499840.0,65.642,18.23,20.44,61.75,WATCHLIST
HSY,https://www.tradingview.com/chart/?symbol=HSY,The Hershey Company,Consumer Defensive,176.955,35894149120,10.6,93.6,-19.96,-4.67,32.75,192.1,191.45,False,False,True,NO CLEAR ENTRY,False,62.8,POSITIVE,5,Is Hershey (HSY) Still Attractive After Mixed Returns And High P/E Ratio? | Hershey (HSY) Increases Despite Market Slip: Here's What You Need to Know | Retailers see surge in petite sizes as plus-size demand cools,32.95,17.84,1527240576.0,120.011,23.23,9.12,61.67,WATCHLIST
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,151.63,29550116864,13.1,15.3,0.67,-1.24,44.94,150.67,158.57,True,False,False,NO CLEAR ENTRY,False,64.52,POSITIVE,5,1 Profitable Stock with Solid Fundamentals and 2 We Question | Why The Narrative Around W. P. Carey (WPC) Is Shifting With New Balance Sheet And Deal Updates | Raymond James identifies split government as the leading outcome for the midterms,14.32,11.34,,48.477,17.29,14.58,61.66,WATCHLIST
