Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,218.16,5284053385216,85.2,214.5,19.17,11.0,35.27,202.91,188.41,True,True,True,BULLISH TREND,False,68.52,POSITIVE,5,Broadcom's sell-off just entered megacap history | Is OpenAI coming for Tesla's robotics business? | NVIDIA (NVDA): The Most Promising Stock to Buy Right Now,33.41,17.27,46335873024.0,6.555,114.29,62.97,88.58,BUY SIGNAL
ICE,https://www.tradingview.com/chart/?symbol=ICE,"Intercontinental Exchange, Inc.",Financial Services,142.7075,80702881792,20.4,79.7,-13.9,-8.1,26.55,156.07,160.41,False,False,False,NO CLEAR ENTRY,False,53.99,NEUTRAL,5,ICE Expands AI-Powered Cybersecurity Across NYSE and Financial Infrastructure Network (ICE) | Is Intercontinental Exchange Stock Underperforming the Nasdaq? | Trump Officials Held Millions of Dollars of SpaceX Ahead of IPO,20.77,16.19,3743124992.0,70.986,13.85,37.67,66.17,WATCHLIST
LIN,https://www.tradingview.com/chart/?symbol=LIN,Linde plc,Basic Materials,509.8,235704647680,8.2,13.4,2.47,1.9,48.51,502.42,464.05,True,True,True,BULLISH TREND,False,69.03,POSITIVE,5,Linde plc (LIN) Rose on Investors Favour Its Defensive Business Profile | Is It Time To Reconsider Linde (LIN) After Its Recent Share Price Pullback? | BofA and BMO Raise Price Targets on Linde (LIN) Amid Hydrogen and Industrial Gas Growth Prospects,33.83,25.87,4694499840.0,65.642,18.23,20.44,66.17,WATCHLIST
VRSN,https://www.tradingview.com/chart/?symbol=VRSN,"VeriSign, Inc.",Technology,295.86,26923257856,6.6,11.4,24.21,7.57,53.03,278.11,256.84,True,True,True,BULLISH TREND,False,63.12,POSITIVE,5,"VeriSign Inc. (VRSN): Renaissance Technologies Admires This Company | What Are Wall Street Analysts' Target Price for VeriSign Stock? | The Bull Case For VeriSign (VRSN) Could Change Following Strong Q1, Higher Guidance And Dividend News - Learn Why",32.66,27.68,807275008.0,,,49.96,65.85,WATCHLIST
LVS,https://www.tradingview.com/chart/?symbol=LVS,Las Vegas Sands Corp.,Consumer Cyclical,50.765,33638782976,25.3,73.0,-8.93,-2.86,50.59,52.82,56.52,False,False,False,NO CLEAR ENTRY,False,59.43,NEUTRAL,5,"Why Las Vegas Sands (LVS) is a Top Value Stock for the Long-Term | Is Las Vegas Sands Corp. (LVS) One of the Best Sin Stocks to Buy Now? | Zacks Industry Outlook Highlights Sands, MGM Resorts, Churchill and Rush Street Interactive",18.73,13.82,1622625024.0,981.405,90.45,13.41,65.85,WATCHLIST
VRTX,https://www.tradingview.com/chart/?symbol=VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,441.8,112131235840,7.8,61.4,-7.55,4.11,44.42,437.1,436.89,True,True,True,BULLISH TREND,False,67.08,POSITIVE,5,Why Is Jazz (JAZZ) Up 1% Since Last Earnings Report? | The Best Stocks to Invest $500 in Right Now | Vertex (VRTX) Up 0.2% Since Last Earnings Report: Can It Continue?,26.25,20.58,2783225088.0,10.26,24.2,35.51,65.82,WATCHLIST
EQIX,https://www.tradingview.com/chart/?symbol=EQIX,"Equinix, Inc.",Real Estate,1082.9,106800201728,12.1,20.0,12.3,0.91,53.16,1053.64,871.22,True,True,True,BULLISH TREND,False,48.1,NEUTRAL,5,Is Equinix Stock Underperforming the Nasdaq? | How The Equinix (EQIX) Investment Story Is Shifting With New Targets And AI Demand | Peter Bergan Joins Vinson & Elkins as Real Estate Partner,75.05,56.33,2725125120.0,162.961,10.06,14.93,65.45,WATCHLIST
TROW,https://www.tradingview.com/chart/?symbol=TROW,"T. Rowe Price Group, Inc.",Financial Services,108.03,23147220992,5.3,3.7,19.19,3.77,74.52,99.01,99.3,True,True,False,WATCH - OVERBOUGHT,False,58.15,NEUTRAL,5,Fintech firm Ramp's valuation surges to $44 billion on AI-driven growth | A Look At T. Rowe Price Group (TROW) Valuation After New Retirement Income Partnership News | How The T. Rowe Price Group (TROW) Narrative Is Evolving With Mixed Analyst Targets,11.59,11.22,1880349952.0,3.87,18.69,28.28,65.45,WATCHLIST
HAL,https://www.tradingview.com/chart/?symbol=HAL,Halliburton Company,Energy,41.2401,34451886080,-0.3,133.5,20.29,-0.73,50.75,39.69,31.1,True,True,True,BULLISH TREND,False,47.71,NEUTRAL,5,"Oil Services Are Setting Up to Do It Again, But There’s a Catch the Strait of Hormuz Trade Can’t Ignore | Elixir Energy advances Lorelle-3H toward key flow testing phase | Halliburton (HAL) Rises As Market Takes a Dip: Key Facts",22.78,14.11,2027000064.0,74.651,14.63,6.95,65.37,WATCHLIST
PLTR,https://www.tradingview.com/chart/?symbol=PLTR,Palantir Technologies Inc.,Technology,141.04,338080923648,84.7,325.0,-7.94,3.76,56.47,141.27,161.18,False,False,False,NO CLEAR ENTRY,False,55.65,NEUTRAL,5,Palantir Stock Jumps After Landmark Google Cloud AI Partnership | Michael Burry drops rare technical warning on Palantir stock | Palantir AIPCon 10 Highlights Push Into Core Insurance To Construction,156.69,67.99,1752997120.0,2.477,32.59,43.67,65.35,WATCHLIST
GD,https://www.tradingview.com/chart/?symbol=GD,General Dynamics Corporation,Industrials,341.4,92324864000,10.3,12.0,-6.32,-2.22,50.79,339.9,340.07,True,True,False,BULLISH TREND,False,51.42,NEUTRAL,5,General Dynamics Stock: Is GD Underperforming the Industrial Sector? | Update: Market Chatter: General Dynamics to Invest $200 Million to Restart Texas Munitions Facility | BA Stock Outperforms Industry in 6 Months: Should You Stay Invested?,21.51,18.81,5289500160.0,37.701,17.97,8.07,65.21,WATCHLIST
CSX,https://www.tradingview.com/chart/?symbol=CSX,CSX Corporation,Industrials,46.225,85892464640,1.7,26.5,8.38,2.94,53.45,43.92,38.18,True,True,True,BULLISH TREND,False,54.4,NEUTRAL,5,Is CSX (CSX) Stock Outpacing Its Transportation Peers This Year? | Brookfield Infrastructure Could Quietly Cash In on the Coming Rail Megamerger | Union Pacific vs. CSX: Better Railroad Stock in 2026?,28.36,21.37,1129874944.0,143.06,23.68,21.55,65.2,WATCHLIST
KMI,https://www.tradingview.com/chart/?symbol=KMI,"Kinder Morgan, Inc.",Energy,31.63,70371237888,13.8,36.0,-5.89,-2.04,34.92,32.33,29.06,False,True,True,NO CLEAR ENTRY,False,78.81,POSITIVE,5,Can Kinder Morgan Maintain Its Dividend Growth & Share Buybacks? | Is Kinder Morgan’s Extended US$3.5 Billion Credit Line Reshaping the Investment Case for KMI? | Brokers Suggest Investing in Kinder Morgan (KMI): Read This Before Placing a Bet,21.23,20.69,1646875008.0,98.84,10.6,18.92,65.15,WATCHLIST
HST,https://www.tradingview.com/chart/?symbol=HST,"Host Hotels & Resorts, Inc.",Real Estate,24.405,16931365888,2.8,105.3,22.54,14.48,82.48,21.2,18.43,True,True,True,WATCH - OVERBOUGHT,False,59.47,NEUTRAL,5,8 Dividend S&P 500 Stocks Yield Enough To Still Be Worthwhile | Top Dividend Stocks To Consider In May 2026 | 3 Dividend Stocks To Consider With Yields Up To 5.7%,16.6,24.41,1190875008.0,80.482,14.87,16.37,65.11,WATCHLIST
BLK,https://www.tradingview.com/chart/?symbol=BLK,"BlackRock, Inc.",Financial Services,1022.46,158720540672,27.0,45.9,-2.03,-2.54,32.65,1034.77,1068.38,False,False,False,NO CLEAR ENTRY,False,52.29,NEUTRAL,5,Alternative Managers Shares Slip as Cliffwater Redemption Fears Mount | Here's Why BlackRock (BLK) Fell More Than Broader Market | Stocks Retreat as US-Iran Peace Hopes in Doubt,25.74,16.86,7082375168.0,23.635,11.9,24.4,65.08,WATCHLIST
BBY,https://www.tradingview.com/chart/?symbol=BBY,"Best Buy Co., Inc.",Consumer Cyclical,71.285,15019407360,1.9,37.9,7.39,24.47,75.41,62.87,68.48,True,True,False,WATCH - OVERBOUGHT,False,80.12,POSITIVE,5,Best Buy’s Q1 Earnings Call: Our Top 5 Analyst Questions | Is It Time To Reconsider Best Buy (BBY) After Recent Share Price Strength | 3 Value Stocks with Questionable Fundamentals,13.2,10.08,989750016.0,133.831,39.1,2.73,64.81,WATCHLIST
HIG,https://www.tradingview.com/chart/?symbol=HIG,"The Hartford Insurance Group, Inc.",Financial Services,127.79,35031179264,6.1,41.4,-9.69,-4.29,34.95,134.28,132.82,False,False,True,NO CLEAR ENTRY,False,58.2,NEUTRAL,5,How The Story Is Evolving For Hartford Insurance Group (HIG) Without New Analyst Signals | Sector Update: Financial Stocks Decline Late Afternoon | Sector Update: Financial Stocks Decline Wednesday Afternoon,8.99,8.92,5603250176.0,23.151,22.74,14.11,64.71,WATCHLIST
EA,https://www.tradingview.com/chart/?symbol=EA,Electronic Arts Inc.,Communication Services,203.415,51006611456,11.9,85.3,0.93,1.01,75.03,202.02,197.33,True,True,True,WATCH - OVERBOUGHT,False,61.35,POSITIVE,5,"Electronic Arts (EA) Up 0.9% Since Last Earnings Report: Can It Continue? | 2nd Princeton CorpGov Forum: Complete Highlights and Panels in 4K from Endowments to PE in Sports | For Goldman’s Top Bankers, It’s All AI Data Centers All the Time",57.95,21.18,2219124992.0,27.41,13.49,11.78,64.66,WATCHLIST
CNC,https://www.tradingview.com/chart/?symbol=CNC,Centene Corporation,Healthcare,62.62,30921566208,5.1,18.3,39.19,18.2,61.97,47.88,40.33,True,True,True,BULLISH TREND,False,59.54,NEUTRAL,5,"UnitedHealth, CVS, Cigna Seen Benefiting From Utilization Trends, AI Upside, Morgan Stanley Says | UNH, CVS Lead S&P 500 Health Insurers Flashing Buy Signals | Centene (CNC) Valuation Check After Q1 2026 Beat And New Multi Year Medicaid Contract Wins",,14.06,6847499776.0,76.049,-26.04,-3.61,64.51,WATCHLIST
CFG,https://www.tradingview.com/chart/?symbol=CFG,"Citizens Financial Group, Inc.",Financial Services,63.83,26992556032,13.8,46.8,6.79,-0.82,62.39,62.62,57.26,True,True,True,BULLISH TREND,False,65.39,POSITIVE,5,"How FITB's NYSE Move Reflects Its Transition Into a Larger U.S. Bank | If Rates Fall Further, Here’s What Happens to the KRE Regional Banking ETF | Citizens Financial Group Links Rhode Island Training Push To Long Term Story",15.13,9.95,,,7.74,25.05,64.38,WATCHLIST
BSX,https://www.tradingview.com/chart/?symbol=BSX,Boston Scientific Corporation,Healthcare,48.625,72274018304,11.6,100.0,-32.66,-13.14,35.76,58.39,84.12,False,False,False,NO CLEAR ENTRY,False,52.81,NEUTRAL,5,Brokers Suggest Investing in Boston Scientific (BSX): Read This Before Placing a Bet | Jim Cramer Says “No One Disputes the Science and Commercial Smarts of Abbott” | Can ISRG's Digital Roadmap Unlock the Next Phase of Robotic Surgery?,20.35,13.03,2807124992.0,42.25,14.66,17.29,64.32,WATCHLIST
AMP,https://www.tradingview.com/chart/?symbol=AMP,"Ameriprise Financial, Inc.",Financial Services,457.51,41128816640,9.0,66.0,-2.07,-3.61,40.15,456.0,474.13,True,False,False,NO CLEAR ENTRY,False,58.98,NEUTRAL,5,Data Breach at Mariner Wealth Advisors Exposed Personal Information of Thousands of Individuals | Assessing Ameriprise Financial (AMP) Valuation After Recent Share Price Weakness | Ameriprise’s Bill Williams on Stepping Into a New Role and Betting Big on AI,11.4,9.6,3355624960.0,56.246,66.94,20.17,64.27,WATCHLIST
UNH,https://www.tradingview.com/chart/?symbol=UNH,UnitedHealth Group Incorporated,Healthcare,396.185,359793164288,2.0,0.7,36.75,8.88,47.85,346.99,325.71,True,True,True,BULLISH TREND,False,58.51,NEUTRAL,5,"UnitedHealth Gets $450 Target After BofA Upgrade | Is UNH Stock Set For Another 12% Rally? Analyst Says Medical Cost Trends, Supportive Data Points Leading Toward Favorable Q2 | UnitedHealth, CVS, Cigna Seen Benefiting From Utilization Trends, AI Upside, Morgan Stanley Says",29.86,18.95,17687500800.0,73.982,12.18,2.68,64.13,WATCHLIST
DELL,https://www.tradingview.com/chart/?symbol=DELL,Dell Technologies Inc.,Technology,423.595,275153879040,87.5,282.5,188.85,95.82,80.22,237.46,159.44,True,True,True,WATCH - OVERBOUGHT,False,65.84,POSITIVE,5,"Broadcom stock sinks. Are AI earnings expectations 'insatiable'? | If You Listened to Trump and Bought This ETF in February, You’d Be a Millionaire Today | $110K to $1M | Nvidia Owns The AI Ecosystem. Why Does The Market Value It Like Dell?",48.86,19.86,-128125000.0,,,6.28,64.02,WATCHLIST
DOC,https://www.tradingview.com/chart/?symbol=DOC,"Healthpeak Properties, Inc.",Real Estate,19.495,13440237568,7.1,363.9,12.36,18.71,50.52,17.73,17.16,True,True,True,BULLISH TREND,False,64.02,POSITIVE,5,Healthpeak (DOC) Down 2.2% Since Last Earnings Report: Can It Rebound? | 8 Dividend S&P 500 Stocks Yield Enough To Still Be Worthwhile | Healthpeak Properties Gains 22.7% Year to Date: Will the Trend Last?,60.92,129.97,1109761536.0,118.243,2.8,7.73,63.87,WATCHLIST
MS,https://www.tradingview.com/chart/?symbol=MS,Morgan Stanley,Financial Services,218.72,344983732224,16.3,31.9,31.22,15.57,77.22,187.66,170.61,True,True,True,WATCH - OVERBOUGHT,False,56.96,NEUTRAL,5,How The Investment Story For Delta Air Lines (DAL) Is Shifting With New Analyst Signals | Sunshine Silver Raises $270 Million in US IPO | Morgan Stanley to plug stock-plan platforms with external AI agents – report,19.83,17.22,,502.246,16.39,24.75,63.76,WATCHLIST
ADM,https://www.tradingview.com/chart/?symbol=ADM,Archer-Daniels-Midland Company,Consumer Defensive,84.275,40616886272,1.6,0.9,26.2,7.12,63.31,74.76,65.08,True,True,True,BULLISH TREND,False,53.18,NEUTRAL,5,"Why Is ADM (ADM) Up 7.8% Since Last Earnings Report? | Mission Produce Q2 Earnings Around the Corner: Buy, Hold or Sell? | Is Archer Daniels Midland (ADM) Stock Undervalued Right Now?",37.62,16.23,1578499968.0,46.128,4.77,1.34,63.7,WATCHLIST
TXT,https://www.tradingview.com/chart/?symbol=TXT,Textron Inc.,Industrials,91.47,15905625088,11.8,10.6,-7.87,-0.17,49.79,90.57,87.94,True,True,True,BULLISH TREND,False,60.18,POSITIVE,5,Can Archer Aviation's R&D Investments Support Long-Term Growth? | 3 Industrials Stocks We Find Risky | Q1 Earnings Roundup: Textron (NYSE:TXT) And The Rest Of The Aerospace Segment,17.46,12.54,622374976.0,52.674,12.25,6.15,63.66,WATCHLIST
IRM,https://www.tradingview.com/chart/?symbol=IRM,Iron Mountain Incorporated,Real Estate,128.65,38276546560,21.6,860.0,20.27,-2.32,52.37,118.5,100.81,True,True,True,BULLISH TREND,False,66.41,POSITIVE,5,How Senior Housing and Warehouses Defend Monthly Payouts Today | Are Business Services Stocks Lagging  Clean Harbors (CLH) This Year? | 3 Reasons Growth Investors Will Love Iron Mountain (IRM),139.84,48.12,-499464512.0,,,3.76,63.41,WATCHLIST
JPM,https://www.tradingview.com/chart/?symbol=JPM,JPMorgan Chase & Co.,Financial Services,312.0846,836234182656,12.7,17.2,4.77,0.87,61.68,303.68,303.86,True,True,False,BULLISH TREND,False,55.45,NEUTRAL,5,"JPMorgan's Jamie Dimon to flex massive branch network in SpaceX IPO pitch | $1B J.P. Morgan Advisor Joins Cresset to Expand Denver Footprint | Banking On Breakouts: UBS, Citi Charts Shape Up",14.95,13.25,,,16.47,33.94,63.24,WATCHLIST
VLO,https://www.tradingview.com/chart/?symbol=VLO,Valero Energy Corporation,Energy,262.08,77820133376,6.6,,16.72,3.9,62.76,243.57,193.92,True,True,True,BULLISH TREND,False,67.76,POSITIVE,5,"Possible Bearish Signals With Valero Energy Insiders Disposing Stock | Valero Energy Corporation (VLO) Hit a 52 Week High, Can the Run Continue? | Here's How Much You'd Have If You Invested $1000 in Valero Energy a Decade Ago",19.13,12.47,4786625024.0,42.664,15.85,3.57,63.22,WATCHLIST
AME,https://www.tradingview.com/chart/?symbol=AME,"AMETEK, Inc.",Industrials,229.88,52689186816,11.3,14.5,-1.92,-1.99,46.82,227.69,209.33,True,True,True,BULLISH TREND,False,65.2,POSITIVE,5,We Think That There Are Issues Underlying AME Elite Consortium Berhad's (KLSE:AME) Earnings | Q1 Earnings Highs And Lows: AMETEK (NYSE:AME) Vs The Rest Of The Internet of Things Stocks | 2 Industrials Stocks with Exciting Potential and 1 We Turn Down,34.73,26.09,1385356544.0,22.489,14.63,20.11,63.12,WATCHLIST
ADSK,https://www.tradingview.com/chart/?symbol=ADSK,"Autodesk, Inc.",Technology,233.965,49400598528,18.4,231.4,-9.28,-6.2,50.07,238.09,273.97,False,False,False,NO CLEAR ENTRY,False,49.4,NEUTRAL,5,ROP's Application Software Unit Keeps Growing: What's Next? | The Top 5 Analyst Questions From Autodesk’s Q1 Earnings Call | Key Reasons to Buy Atlassian Stock Despite 37% YTD Decline,34.21,16.4,3060999936.0,85.419,50.4,19.49,63.1,WATCHLIST
CBOE,https://www.tradingview.com/chart/?symbol=CBOE,"Cboe Global Markets, Inc.",Financial Services,284.47,29770862592,6.5,54.4,-5.17,-17.13,19.0,316.09,271.61,False,True,True,NO CLEAR ENTRY,False,63.4,POSITIVE,5,"This Asset Manager Initiated a $7.7 Million Sprott Position. Is the Precious Metals Rally Just Getting Started? | Exchange Stocks Fall After Perpetual Futures Approval | Coinbase, Kalshi's New Crypto Futures Send These Stocks Sprawling",24.27,19.33,1003075008.0,29.489,25.14,25.77,62.92,WATCHLIST
MCHP,https://www.tradingview.com/chart/?symbol=MCHP,Microchip Technology Incorporated,Technology,97.685,52953014272,35.1,,40.45,-0.31,51.81,84.83,70.41,True,True,True,BULLISH TREND,False,52.38,NEUTRAL,5,"Texas Instruments Stock's Rally Is Asking One Big Question | S&P Futures Muted as Fresh U.S.-Iran Hostilities Lift Oil and Bond Yields, ADP Jobs Report and Broadcom Earnings on Tap | Stock Market Today, June 2: Marvell Technology Surges After Nvidia CEO Highlights AI Infrastructure Role",444.02,23.88,1139912448.0,87.715,3.4,4.88,62.89,WATCHLIST
COST,https://www.tradingview.com/chart/?symbol=COST,Costco Wholesale Corporation,Consumer Defensive,978.2,433980932096,21.5,45.5,-2.69,-3.76,36.58,1005.75,954.83,False,True,True,NO CLEAR ENTRY,False,52.36,NEUTRAL,5,Is Costco (COST) One of the 10 No-Brainer Dividend Stocks to Buy? | Did Walmart and Costco Just Trigger a Major Warning for the Market? | Why Costco (COST) International Revenue Trends Deserve Your Attention,49.13,43.23,7050375168.0,60.257,29.15,3.01,62.84,WATCHLIST
UDR,https://www.tradingview.com/chart/?symbol=UDR,"UDR, Inc.",Real Estate,38.375,14218537984,4.2,151.6,2.93,3.88,59.42,35.89,35.81,True,True,True,BULLISH TREND,False,51.1,NEUTRAL,5,How The Story Around UDR (UDR) Is Shifting With Recalibrated Multifamily Expectations | Here’s Why UDR is Among the 10 Best Residential REITs to Buy in 2026 | Gasoline Prices Aren’t the Only Inflation Threat. Watch Housing Costs.,26.11,63.96,1007130496.0,142.368,12.35,27.78,62.79,WATCHLIST
CME,https://www.tradingview.com/chart/?symbol=CME,CME Group Inc.,Financial Services,255.385,92276408320,14.4,21.3,-18.28,-10.96,20.09,288.73,277.16,False,False,True,NO CLEAR ENTRY,False,50.95,NEUTRAL,5,A 180% Crypto Rally Shows New Investing Era as Bitcoin Melts | Is Intercontinental Exchange Stock Underperforming the Nasdaq? | Biggest Diesel Shock Since 2022 Deals Another Blow to US Farmers,21.79,19.78,3030237440.0,14.059,15.92,63.32,62.78,WATCHLIST
CRM,https://www.tradingview.com/chart/?symbol=CRM,"Salesforce, Inc.",Technology,189.03,154815561728,13.3,52.2,-1.84,1.09,63.73,181.15,219.77,True,False,False,NO CLEAR ENTRY,False,58.41,NEUTRAL,5,$960 Billion: Anthropic Beats OpenAI to the IPO Filing in a Race That Could Reshape AI Investing | Assessing Salesforce (NYSE:CRM) Valuation After AI Agentforce Momentum And Anthropic Investment | Is Oracle Stock A Smart Buy At $230?,21.9,12.16,16552999936.0,124.282,16.91,18.73,62.77,WATCHLIST
CEG,https://www.tradingview.com/chart/?symbol=CEG,Constellation Energy Corporation,Utilities,264.18,94339211264,63.8,1091.0,-17.94,-17.42,45.12,289.92,321.18,False,False,False,NO CLEAR ENTRY,False,72.99,POSITIVE,5,"Is Constellation Energy Stock Underperforming the Nasdaq? | Texas Instruments Is a Major Winner of the AI Power Bottleneck, Investors Just Aren’t Seeing It Yet | Constellation’s Three Mile Island nuclear restart gets boost with FERC waiver",22.93,19.41,-4478875136.0,66.428,16.1,12.69,62.69,WATCHLIST
ROP,https://www.tradingview.com/chart/?symbol=ROP,"Roper Technologies, Inc.",Technology,332.83,33588324352,11.3,59.2,-7.64,-6.66,59.74,344.47,414.13,False,False,False,NO CLEAR ENTRY,False,63.49,POSITIVE,5,"ROP vs. JKHY: Which Stock Is the Better Value Option? | ROP's Application Software Unit Keeps Growing: What's Next? | Why Roper Technologies, Inc. (NASDAQ:ROP) Could Be Worth Watching",20.78,13.93,2169925120.0,55.606,9.01,21.12,62.68,WATCHLIST
BNY,https://www.tradingview.com/chart/?symbol=BNY,BNY,Financial Services,144.62,99264126976,13.4,41.8,22.64,9.26,71.6,132.1,116.94,True,True,True,WATCH - OVERBOUGHT,False,56.24,NEUTRAL,5,"Surging EPS, Record Assets and New Buyback Might Change The Case For Investing In Bank of New York Mellon (BNY) | Bank of New York Mellon (BNY) Reported 42% Year-Over-Year Increase in EPS | Robinhood Stock Spikes. It’s About More Than Its Trump Account Partnership.",17.97,14.96,,,13.47,28.72,62.6,WATCHLIST
WDAY,https://www.tradingview.com/chart/?symbol=WDAY,"Workday, Inc.",Technology,149.415,36901539840,13.5,248.0,4.46,15.93,70.57,126.82,184.39,True,False,False,WATCH - OVERBOUGHT,False,51.15,NEUTRAL,5,Stocks Retreat as US-Iran Peace Hopes in Doubt | Stocks Fall on Escalation of US-Iran Hostilities | “AI Loser” Narrative Pressured Workday (WDAY) in Q1,46.4,11.82,3118749952.0,56.936,10.86,8.6,62.59,WATCHLIST
TKO,https://www.tradingview.com/chart/?symbol=TKO,"TKO Group Holdings, Inc.",Communication Services,201.94,38596042752,25.9,63.0,-6.23,8.02,59.56,191.97,195.94,True,True,False,BULLISH TREND,False,60.36,POSITIVE,5,"Assessing TKO Group Holdings (TKO) Valuation After Trump’s Stake And UFC Freedom 250 White House Launch | The Dealmaking 3: NBA Ratings, World Cup Logistics, Enhanced Games Gamble | These 3 Beaten-Down Stocks Just Saw $25 Million in Insider Buying",75.35,43.32,830904512.0,58.229,6.74,4.47,62.53,WATCHLIST
ULTA,https://www.tradingview.com/chart/?symbol=ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,463.465,19924041728,11.1,15.5,-29.92,-12.97,36.89,522.33,566.48,False,False,False,NO CLEAR ENTRY,False,74.13,POSITIVE,5,Ulta Beauty inks $400M Times Square lease at Jeff Sutton’s 1551 Broadway | Stocks Retreat as US-Iran Peace Hopes in Doubt | Ulta Beauty Q1 Earnings Call Highlights,17.38,14.58,973080128.0,89.209,47.45,9.35,62.48,WATCHLIST
DXCM,https://www.tradingview.com/chart/?symbol=DXCM,"DexCom, Inc.",Healthcare,72.21,27863887872,15.0,92.2,-0.95,21.4,80.76,64.44,67.69,True,True,False,WATCH - OVERBOUGHT,False,55.26,NEUTRAL,5,DexCom vs. Insulet: Which Diabetes Stock Is a Better Buy in 2026? | Tandem Diabetes Valuation: Is 1.1x Sales a Buy? | Did FDA-App Recalls and Activist Pressure Just Rewire Dexcom’s (DXCM) Software-Driven Investment Narrative?,30.99,23.54,1056637504.0,46.833,35.62,19.31,62.42,WATCHLIST
NFLX,https://www.tradingview.com/chart/?symbol=NFLX,"Netflix, Inc.",Communication Services,81.615,343664328704,16.2,86.4,-17.28,-7.14,30.06,92.33,100.4,False,False,False,NO CLEAR ENTRY,False,40.49,NEUTRAL,5,Netflix Stock Rises After Unveiling New AI Viewing Tools | Netflix Stock Under Pressure Sets Up This Trade To Profit From Weakness | Netflix Pushes AI Deeper Into Streaming Recommendations,26.33,21.25,25993676800.0,53.788,48.49,28.52,62.39,WATCHLIST
AJG,https://www.tradingview.com/chart/?symbol=AJG,Arthur J. Gallagher & Co.,Financial Services,210.295,54033616896,34.6,16.2,-6.49,2.18,65.84,210.28,246.58,True,False,False,NO CLEAR ENTRY,False,70.62,POSITIVE,5,How Arthur J. Gallagher (AJG) Narrative Is Evolving With An Unchanged Fair Value Estimate | 1 Profitable Stock with Exciting Potential and 2 We Turn Down | AJG Bets on Specialty Insurance Buyouts for Long-Term Growth,34.03,14.15,1080225024.0,56.18,7.01,11.35,62.25,WATCHLIST
TPR,https://www.tradingview.com/chart/?symbol=TPR,"Tapestry, Inc.",Consumer Cyclical,138.36,27954907136,21.2,73.7,-11.59,-2.14,63.14,142.03,127.34,False,True,True,NO CLEAR ENTRY,False,74.06,POSITIVE,5,"Macy's Beats Q1 Earnings Estimates on Comps Growth, Raises FY27 View | Victoria's Secret Q1 Earnings Top Guidance on Double-Digit Sales Growth | Tapestry (TPR) is an Incredible Growth Stock: 3 Reasons Why",42.18,17.94,1529737472.0,574.912,60.91,8.44,62.07,WATCHLIST
URI,https://www.tradingview.com/chart/?symbol=URI,"United Rentals, Inc.",Industrials,1081.5,67752427520,7.2,6.6,27.22,16.04,75.43,882.19,874.58,True,True,True,WATCH - OVERBOUGHT,False,72.13,POSITIVE,5,Why Is Jacobs Solutions (J) Down 4.2% Since Last Earnings Report? | Why United Rentals (URI) Stock Is Trading Up Today | United Rentals: The Industrial Stock Workhorse I'd Happily Hold Through Any Market Crash,27.67,20.15,1870625024.0,167.473,28.24,15.32,62.02,WATCHLIST
CTVA,https://www.tradingview.com/chart/?symbol=CTVA,"Corteva, Inc.",Basic Materials,77.535,51856957440,11.0,12.1,-0.37,-7.37,23.62,81.02,72.31,False,True,True,BUY THE DIP,False,70.47,POSITIVE,5,"Mission Produce Q2 Earnings Around the Corner: Buy, Hold or Sell? | Sheikh Ahmed Dalmook Al Maktoum’s Inmā Emirates Holdings Launches Grant Program To Help Scale Climate Resilience Ventures | Can Misson Produce's Tech-Driven Ripening Edge Fuel Global Growth?",41.91,18.9,2576124928.0,13.64,5.14,6.5,61.94,WATCHLIST
HWM,https://www.tradingview.com/chart/?symbol=HWM,Howmet Aerospace Inc.,Industrials,248.47,99414704128,19.1,71.4,-4.43,2.43,28.07,250.34,218.78,False,True,True,NO CLEAR ENTRY,False,69.07,POSITIVE,5,How Is RTX Expanding Landing Gear Production to Support Growth? | Is Boeing Company Stock Underperforming the S&P 500? | What Howmet Aerospace (HWM)'s Beat-and-Raise Quarter and New Shelf Filing Means For Shareholders,57.78,41.3,1192749952.0,87.794,33.82,20.23,61.93,WATCHLIST
HSY,https://www.tradingview.com/chart/?symbol=HSY,The Hershey Company,Consumer Defensive,182.13,36943863808,10.6,93.6,-20.91,-0.75,41.69,193.34,191.41,False,False,True,NO CLEAR ENTRY,False,64.39,POSITIVE,5,Retailers see surge in petite sizes as plus-size demand cools | Women run a record 11% of Fortune 500 companies in 2026—but the gain came in a year of high-profile exits | Hershey (NYSE:HSY): Strongest Q1 Results from the Shelf-Stable Food Group,33.92,18.36,1527240576.0,120.011,23.23,9.12,61.8,WATCHLIST
