Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
IBKR,https://www.tradingview.com/chart/?symbol=IBKR,"Interactive Brokers Group, Inc.",Financial Services,89.555,152248713216,16.8,22.9,24.95,12.65,59.76,77.72,70.38,True,True,True,BULLISH TREND,False,63.03,POSITIVE,5,"House of Doge and Paxos Partner to Expand Regulated Access to Dogecoin | Why Interactive Brokers (IBKR) Is Up 6.9% After Upgraded Double-Digit Quarterly Earnings Forecasts – And What's Next | Stock Market Today, May 29: Robinhood Surges Despite Bitcoin's Struggles",38.44,31.36,,152.192,23.56,16.11,66.99,WATCHLIST
CBOE,https://www.tradingview.com/chart/?symbol=CBOE,"Cboe Global Markets, Inc.",Financial Services,312.13,32665585664,6.5,54.4,5.14,4.23,30.4,316.32,271.11,False,True,True,NO CLEAR ENTRY,False,54.14,NEUTRAL,5,"2 ETFs Paying Reliable Dividends in an Uncertain Market | US Exchanges Crash Prediction-Markets Party | 4 Dividend ETFs That Could Fund an $1,800-a-Month Golf Habit",26.65,21.43,1003075008.0,29.489,25.14,25.77,66.98,WATCHLIST
URI,https://www.tradingview.com/chart/?symbol=URI,"United Rentals, Inc.",Industrials,988.45,61922988032,7.2,6.6,20.71,3.19,62.89,863.04,872.5,True,True,False,BULLISH TREND,False,70.35,POSITIVE,5,United Rentals: The Industrial Stock Workhorse I'd Happily Hold Through Any Market Crash | Can United Rentals’ (URI) ChatGPT Integration Deepen Customer Stickiness Or Just Burnish Its Innovation Story? | CAR's Strategic Mobility Partnerships Offer Long-Term Opportunities,25.26,18.36,1870625024.0,167.473,28.24,15.32,66.98,WATCHLIST
WDAY,https://www.tradingview.com/chart/?symbol=WDAY,"Workday, Inc.",Technology,157.25,38836580352,13.5,248.0,17.34,28.47,76.01,125.96,185.56,True,False,False,WATCH - OVERBOUGHT,False,44.13,NEUTRAL,5,"Workday, Inc. (WDAY): One of the Top Jeff Bezos Stocks to Buy | Palantir Eyes Buy Point As Software Stocks Extend Rally On Snowflake, Dell Earnings | Software stocks surge as Nvidia’s Huang dismisses AI disruption fears",48.84,12.46,3118749952.0,56.936,10.86,8.6,66.93,WATCHLIST
BKNG,https://www.tradingview.com/chart/?symbol=BKNG,Booking Holdings Inc.,Consumer Cyclical,168.65,130683248640,16.2,240.0,1.1,0.17,68.36,170.37,193.91,False,False,False,NO CLEAR ENTRY,False,59.22,NEUTRAL,5,"The economics of the 2026 World Cup: Big revenues, uneven local gains | Booking Holdings Inc. (BKNG) Strengthens Balance Sheet as Q1 Results Impress | What to Know About This Fund's $140 Million FTI Consulting Bet Amid Rising Demand",22.25,13.71,7075125248.0,,,22.23,66.84,WATCHLIST
ICE,https://www.tradingview.com/chart/?symbol=ICE,"Intercontinental Exchange, Inc.",Financial Services,146.54,82870198272,20.4,79.7,-10.78,-7.31,20.84,157.05,160.99,False,False,False,NO CLEAR ENTRY,False,60.9,POSITIVE,5,'Compute Is The New Oil' – CME And Intercontinental To Launch Futures Exchanges To Trade AI Computing Power | HYPE Token Hits Record as CFTC Perpetuals Approval Lifts Hyperliquid | Wintermute Enters Prediction Markets as Event Contract Trading Tops $60B,21.3,16.62,3743124992.0,70.986,13.85,37.67,66.72,WATCHLIST
BEN,https://www.tradingview.com/chart/?symbol=BEN,"Franklin Resources, Inc.",Financial Services,31.11,16165912576,8.7,87.2,16.91,3.8,45.55,27.89,24.83,True,True,True,BULLISH TREND,False,52.12,NEUTRAL,5,Franklin's Expansion in Digital Assets: Next Growth Engine? | What to Know About This New $83 Million Virtu Financial Position | Wall Street giant’s ETF suffers second-worst outflow ever,23.75,10.5,-242137504.0,23.471,6.7,8.12,66.72,WATCHLIST
DOC,https://www.tradingview.com/chart/?symbol=DOC,"Healthpeak Properties, Inc.",Real Estate,19.115,13178257408,7.1,363.9,10.3,18.84,39.45,17.58,17.11,True,True,True,BULLISH TREND,False,64.02,POSITIVE,5,8 Dividend S&P 500 Stocks Yield Enough To Still Be Worthwhile | Healthpeak Properties Gains 22.7% Year to Date: Will the Trend Last? | SPHD’s High Dividend Low Volatility Promise Has Returned Just 6 Percent Annualized While the S&P 500 Doubled It,59.73,141.59,1109761536.0,118.243,2.8,7.73,66.62,WATCHLIST
GD,https://www.tradingview.com/chart/?symbol=GD,General Dynamics Corporation,Industrials,341.94,92468191232,10.3,12.0,-5.83,-0.69,47.83,340.33,339.66,True,True,True,BULLISH TREND,False,68.57,POSITIVE,5,Market Chatter: General Dynamics to Invest $200 Million to Restart Texas Munitions Facility | Unpacking Q1 Earnings: General Dynamics (NYSE:GD) In The Context Of Other Defense Contractors Stocks | General Dynamics (GD) Valuation Check As Short Term Momentum Cools And Long Term Returns Stay Strong,21.53,18.84,5289500160.0,37.701,17.97,8.07,66.59,WATCHLIST
C,https://www.tradingview.com/chart/?symbol=C,Citigroup Inc.,Financial Services,127.42,217324617728,15.9,56.1,14.87,0.03,53.82,123.19,109.64,True,True,True,BULLISH TREND,False,57.76,NEUTRAL,5,UBS Group Slashes Hundreds of Jobs in EMEA Amid CS Integration Drive | PepsiCo (PEP) Extends Credit Facilities to Strengthen Long-Term Liquidity | Citigroup Forecasts Tokenized Securities Market Will Hit $5.5 Trillion,15.73,10.17,,,7.65,20.36,66.57,WATCHLIST
EQIX,https://www.tradingview.com/chart/?symbol=EQIX,"Equinix, Inc.",Real Estate,1060.04,104545648640,12.1,20.0,10.27,-1.62,40.08,1046.72,866.48,True,True,True,BULLISH TREND,False,61.03,POSITIVE,5,3 Ways to Play the Data Center Land Grab | Why One Real Estate Fund Dumped $62 Million of Cousins Properties Stock | XLRE Hits 11% Gain This Year; Can the Payout Stay Safe,73.51,55.14,2725125120.0,162.961,10.06,14.93,66.48,WATCHLIST
TXT,https://www.tradingview.com/chart/?symbol=TXT,Textron Inc.,Industrials,89.81,15616968704,11.8,10.6,-10.78,-6.41,44.19,90.46,87.76,False,True,True,BUY THE DIP,False,64.5,POSITIVE,5,Q1 Earnings Roundup: Textron (NYSE:TXT) And The Rest Of The Aerospace Segment | Strength in Defense Aerospace Drives RBC Bearings: Can the Momentum Sustain? | What Are Wall Street Analysts' Target Price for Textron Stock?,17.14,12.31,622374976.0,52.674,12.25,6.15,66.41,WATCHLIST
EXPD,https://www.tradingview.com/chart/?symbol=EXPD,"Expeditors International of Washington, Inc.",Industrials,158.61,20744781824,4.4,16.3,8.91,7.25,58.01,149.63,141.4,True,True,True,BULLISH TREND,False,51.53,NEUTRAL,5,Here's Why Investors Should Bet on Seanergy Maritime Stock Right Now | Does Schneider's Lower Valuation Indicate a Buying Opportunity? | Here's Why Investors Should Bet on Ryder System Stock Right Now,25.62,23.25,783248512.0,24.708,36.64,7.47,66.32,WATCHLIST
ADP,https://www.tradingview.com/chart/?symbol=ADP,"Automatic Data Processing, Inc.",Technology,231.97,92726362112,7.0,10.5,8.8,9.45,69.25,207.98,245.55,True,False,False,NO CLEAR ENTRY,False,48.83,NEUTRAL,5,"Markets Await JOLTS Numbers | No Rate Cuts Until 2027? Grab These High-Yielding Safe Dividend Kings Now | US Dollar Rises Early Monday, Focus on May Employment Data This Week",21.66,19.02,4749387264.0,69.259,71.21,20.12,66.26,WATCHLIST
HWM,https://www.tradingview.com/chart/?symbol=HWM,Howmet Aerospace Inc.,Industrials,256.72,102715596800,19.1,71.4,-3.12,5.68,34.43,249.54,217.64,True,True,True,BULLISH TREND,False,62.58,POSITIVE,5,Is Boeing Company Stock Underperforming the S&P 500? | What Howmet Aerospace (HWM)'s Beat-and-Raise Quarter and New Shelf Filing Means For Shareholders | Wall Street Analysts Think Howmet (HWM) Is a Good Investment: Is It?,59.56,42.67,1192749952.0,87.794,33.82,20.23,66.21,WATCHLIST
APA,https://www.tradingview.com/chart/?symbol=APA,APA Corporation,Energy,37.85,13378847744,-11.9,32.2,20.22,-7.08,55.08,38.99,28.49,False,True,True,NO CLEAR ENTRY,False,68.24,POSITIVE,5,Stocks Settle Mixed on Conflicting US-Iran Signals | Stocks Mixed Awaiting Fresh Iran News | Stocks Finish Mostly Higher on Iran Peace Progress,8.82,8.89,1691250048.0,61.314,26.22,18.31,66.16,WATCHLIST
BIIB,https://www.tradingview.com/chart/?symbol=BIIB,Biogen Inc.,Healthcare,192.87,28474771456,1.9,31.1,2.56,1.9,43.82,186.91,170.84,True,True,True,BULLISH TREND,False,43.05,NEUTRAL,5,"Why Is Biogen (BIIB) Up 3.8% Since Last Earnings Report? | Ionis Pharmaceuticals Eyes Big Year With TRYNGOLZA Decision, 5 Phase 3 Readouts | MarketBeat Week in Review – 05/18 - 05/22",20.76,11.62,1930925056.0,35.181,7.7,13.8,66.09,WATCHLIST
STLD,https://www.tradingview.com/chart/?symbol=STLD,"Steel Dynamics, Inc.",Basic Materials,261.66,37734719488,19.1,93.1,30.25,14.43,71.18,213.33,174.13,True,True,True,WATCH - OVERBOUGHT,False,56.84,NEUTRAL,5,"Winmill Loads Up Qualys, Inc. Stock With 88,000 Shares in A New Position | Barclays Initiates Coverage of Freeport-McMoRan (FCX) with Overweight Rating | Texas Instruments, Generac upgraded: Wall Street's top analyst calls",28.01,15.38,-31788876.0,45.994,15.25,7.22,66.05,WATCHLIST
BLK,https://www.tradingview.com/chart/?symbol=BLK,"BlackRock, Inc.",Financial Services,1021.38,158552883200,27.0,45.9,-3.86,-4.15,34.73,1032.32,1070.12,False,False,False,NO CLEAR ENTRY,False,63.62,POSITIVE,5,"Bitcoin bull Michael Saylor just sold $2.5 million worth of BTC | Franklin's Expansion in Digital Assets: Next Growth Engine? | Four Days Left To Buy BlackRock, Inc. (NYSE:BLK) Before The Ex-Dividend Date",25.68,16.84,7082375168.0,23.635,11.9,24.4,65.99,WATCHLIST
HAL,https://www.tradingview.com/chart/?symbol=HAL,Halliburton Company,Energy,39.425,32935555072,-0.3,133.5,10.14,-6.8,45.25,39.65,30.93,False,True,True,BUY THE DIP,False,51.53,NEUTRAL,5,Is It Too Late To Consider Halliburton (HAL) After Its 1 Year 104% Surge? | Why Baker Hughes (BKR) Stock Is Nosediving | Why SLB (SLB) Stock Is Trading Lower Today,21.78,13.55,2027000064.0,74.651,14.63,6.95,65.97,WATCHLIST
LVS,https://www.tradingview.com/chart/?symbol=LVS,Las Vegas Sands Corp.,Consumer Cyclical,52.55,34821591040,25.3,73.0,-6.22,-3.21,53.05,52.97,56.54,False,False,False,NO CLEAR ENTRY,False,59.41,NEUTRAL,5,Barry Diller Offers to Buy MGM Resorts. The Stock Jumps 14%. | Is Las Vegas Sands (LVS) One of the Cheap NYSE Stocks to Buy According to Analysts? | Why Is Las Vegas Sands (LVS) Down 4.8% Since Last Earnings Report?,19.39,14.28,1622625024.0,981.405,90.45,13.41,65.85,WATCHLIST
HLT,https://www.tradingview.com/chart/?symbol=HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,328.185,74710777856,11.0,35.0,7.72,1.32,62.24,318.81,291.78,True,True,True,BULLISH TREND,False,47.74,NEUTRAL,5,Winners And Losers Of Q1: Hilton (NYSE:HLT) Vs The Rest Of The Consumer Discretionary - Travel and Vacation Providers Stocks | Trump Floats Rally After Musical Acts Abandon 250th Event | Why Is Hilton Worldwide (HLT) Up 7.1% Since Last Earnings Report?,50.1,31.5,1684499968.0,,,30.41,65.77,WATCHLIST
CASY,https://www.tradingview.com/chart/?symbol=CASY,"Casey's General Stores, Inc.",Consumer Cyclical,741.41,27481792512,0.3,49.8,7.99,-9.76,13.41,784.13,628.95,False,True,True,BUY THE DIP,False,57.43,NEUTRAL,5,"The Zacks Analyst Blog Highlights Archer-Daniels-Midland, Casey's General Stores, Nucor, Ross Stores and Imperial Oil | Casey's General Stores (CASY) is a Top-Ranked Growth Stock: Should You Buy? | Buy 5 Non-AI Stocks That Have Surged Year to Date to Tap Market Rally",42.56,36.59,467817760.0,75.146,17.88,3.83,65.69,WATCHLIST
AME,https://www.tradingview.com/chart/?symbol=AME,"AMETEK, Inc.",Industrials,222.91,51091644416,11.3,14.5,-7.54,-5.35,35.24,226.75,208.63,False,True,True,BUY THE DIP,False,65.2,POSITIVE,5,We Think That There Are Issues Underlying AME Elite Consortium Berhad's (KLSE:AME) Earnings | Q1 Earnings Highs And Lows: AMETEK (NYSE:AME) Vs The Rest Of The Internet of Things Stocks | 2 Industrials Stocks with Exciting Potential and 1 We Turn Down,33.67,25.3,1385356544.0,22.489,14.63,20.11,65.52,WATCHLIST
ETN,https://www.tradingview.com/chart/?symbol=ETN,Eaton Corporation plc,Industrials,401.61,155945156608,16.8,-9.4,7.04,-7.0,41.44,393.62,363.23,True,True,True,HIGH CONVICTION DIP BUY,True,55.27,NEUTRAL,5,"How The Eaton (ETN) Investment Story Is Shifting With New Deals Guidance And Mixed Analyst Views | Eaton Corporation, PLC (ETN) Is a Trending Stock: Facts to Know Before Betting on It | Eaton or ABB: Which Electrification Giant Offers More Upside?",39.3,25.54,2646500096.0,110.463,20.84,13.99,65.47,WATCHLIST
FCX,https://www.tradingview.com/chart/?symbol=FCX,Freeport-McMoRan Inc.,Basic Materials,66.875,96136814592,8.8,153.1,-1.86,15.74,55.73,62.11,52.55,True,True,True,BULLISH TREND,False,71.5,POSITIVE,5,First Quantum Minerals (FQVLF) Soars 5.0%: Is Further Upside Left in the Stock? | Is Freeport-McMoRan Inc. (FCX) Among the Best Performing Silver Stocks So Far in 2026? | Reassessing Freeport McMoRan (FCX) Valuation After A Strong 1 Year Return Attracts Renewed Investor Attention,35.38,17.94,1709874944.0,33.008,15.63,10.34,65.42,WATCHLIST
KO,https://www.tradingview.com/chart/?symbol=KO,The Coca-Cola Company,Consumer Defensive,78.76,338863521792,12.1,18.2,-1.14,0.0,50.53,77.76,72.42,True,True,True,BULLISH TREND,False,68.41,POSITIVE,5,Coca Cola Stock Will Hit a New All-Time High On This Date | Walmart’s Pullback Has Created a Compelling Technical Setup | Is Coca-Cola (KO) the Safest Dividend Stock To Buy?,24.77,22.61,3124250112.0,124.943,43.37,27.8,65.07,WATCHLIST
HIG,https://www.tradingview.com/chart/?symbol=HIG,"The Hartford Insurance Group, Inc.",Financial Services,125.94,34524037120,6.1,41.4,-11.22,-7.95,34.61,135.31,133.46,False,False,True,NO CLEAR ENTRY,False,57.84,NEUTRAL,5,"Why You Might Be Interested In The Hartford Insurance Group, Inc. (NYSE:HIG) For Its Upcoming Dividend | Should You Buy, Sell, or Hold HIG Stock at 9.97X Forward Earnings? | Is Wall Street Bullish or Bearish on Hartford Insurance Group Stock?",8.86,8.74,5603250176.0,23.151,22.74,14.11,64.68,WATCHLIST
MSCI,https://www.tradingview.com/chart/?symbol=MSCI,MSCI Inc.,Financial Services,635.14,46192205824,14.1,49.1,11.07,7.78,74.55,570.87,562.75,True,True,True,WATCH - OVERBOUGHT,False,54.32,NEUTRAL,5,"1 Large-Cap Stock Worth Investigating and 2 Facing Challenges | Indian shares may open higher, rebounding from Friday's record foreign sell-off | SpaceX, OpenAI Windfall Fuels Bets on Next-Wave Asian AI Winners",36.31,28.22,1206103936.0,,,40.74,64.65,WATCHLIST
KMI,https://www.tradingview.com/chart/?symbol=KMI,"Kinder Morgan, Inc.",Energy,30.975,68913979392,13.8,36.0,-7.76,-4.89,39.33,32.43,28.98,False,True,True,NO CLEAR ENTRY,False,70.91,POSITIVE,5,Is Kinder Morgan's Undervaluation a Buying Opportunity for Investors? | Micron Technology and Houlihan Lokey have been highlighted as Zacks Bull and Bear of the Day | Why This $3 Million Plains GP Holdings Buy Could Signal Confidence in a $2.9 Billion Outlook,20.79,20.26,1646875008.0,98.84,10.6,18.92,64.52,WATCHLIST
CNC,https://www.tradingview.com/chart/?symbol=CNC,Centene Corporation,Healthcare,61.505,30370983936,5.1,18.3,37.9,14.56,68.47,46.23,39.84,True,True,True,BULLISH TREND,False,59.39,NEUTRAL,5,Can UnitedHealth's Pediatric Authorization Cuts Ease Care Delays? | Best Growth Stocks to Buy for June 1st | What Does Global Oil Shock Modeling Show Stock Traders?,,13.81,6847499776.0,76.049,-26.04,-3.61,64.5,WATCHLIST
HPQ,https://www.tradingview.com/chart/?symbol=HPQ,HP Inc.,Technology,29.15,26653763584,9.0,16.2,58.41,39.74,80.61,20.74,22.67,True,True,False,WATCH - OVERBOUGHT,False,54.29,NEUTRAL,5,"Nvidia debuts RTX Spark processor for Windows laptops, taking aim at Intel, AMD | Nvidia Introduces First PCs Designed for AI Agents | Top Midday Stories: Oil Rises After Iran Reportedly Says It's Halting Messages With US; Nvidia Launches New AI Chip for Laptops",10.79,9.74,3450874880.0,,,4.45,64.44,WATCHLIST
BSX,https://www.tradingview.com/chart/?symbol=BSX,Boston Scientific Corporation,Healthcare,47.44,70505259008,11.6,100.0,-37.76,-17.65,34.27,59.65,84.95,False,False,False,NO CLEAR ENTRY,False,51.8,NEUTRAL,5,"Wolfe Research Downgrades Boston Scientific Corporation (BSX) To Peer Perform | TFX Stock Setup: Valuation, Leverage, and a Neutral Zacks Rank | Is Medtronic Stock Underperforming the Nasdaq?",19.85,12.67,2807124992.0,42.25,14.66,17.29,64.24,WATCHLIST
MAR,https://www.tradingview.com/chart/?symbol=MAR,"Marriott International, Inc.",Consumer Cyclical,373.775,98560212992,12.6,1.7,13.33,3.55,69.4,353.44,309.95,True,True,True,BULLISH TREND,False,57.86,NEUTRAL,5,"Portman Hospitality Fund I acquires Westin Peachtree Plaza in Atlanta, US | The economics of the 2026 World Cup: Big revenues, uneven local gains | Dow Jones Giants Amazon, Caterpillar Lead Five Stocks Near Buy Points",39.18,28.59,1796875008.0,,,35.97,64.13,WATCHLIST
VEEV,https://www.tradingview.com/chart/?symbol=VEEV,Veeva Systems Inc.,Healthcare,188.26,30723786752,16.0,23.2,3.75,20.7,76.72,166.57,225.57,True,False,False,WATCH - OVERBOUGHT,False,47.32,NEUTRAL,5,"Veeva Systems (VEEV) Unveils Falcon, An Agentic Platform Built For Life Sciences Drug Development Processes | Software stocks surge as Nvidia’s Huang dismisses AI disruption fears | Veeva Systems (VEEV) Announces that Kindeva is Adopting Veeva Quality Cloud",34.61,19.05,1048066496.0,1.329,13.93,28.44,63.89,WATCHLIST
MS,https://www.tradingview.com/chart/?symbol=MS,Morgan Stanley,Financial Services,209.375,330244030464,16.3,31.9,26.05,9.86,81.69,184.53,169.54,True,True,True,WATCH - OVERBOUGHT,False,58.56,NEUTRAL,5,UBS Group Slashes Hundreds of Jobs in EMEA Amid CS Integration Drive | A Step-by-Step Guide to Buying SpaceX at the IPO Price | Regulators Didn’t Speak to US Fund at Heart of Segantii Trial,18.97,16.49,,502.246,16.39,24.75,63.88,WATCHLIST
UNH,https://www.tradingview.com/chart/?symbol=UNH,UnitedHealth Group Incorporated,Healthcare,378.55,343778033664,2.0,0.7,29.35,2.18,45.51,340.29,324.28,True,True,True,BULLISH TREND,False,55.32,NEUTRAL,5,"Forget Market Volatility: This Cash-Flow Machine Is a Once-in-a-Generation Buy and Never Sell Stock | Can UnitedHealth's Pediatric Authorization Cuts Ease Care Delays? | Beat the Market Like Zacks: Oracle, Micron, Hudson Pacific in Focus",28.53,18.14,17687500800.0,73.982,12.18,2.68,63.88,WATCHLIST
BKR,https://www.tradingview.com/chart/?symbol=BKR,Baker Hughes Company,Energy,62.65,62153105408,2.5,132.5,-3.04,-9.78,43.61,63.83,53.59,False,True,True,BUY THE DIP,False,60.19,POSITIVE,5,Baker Hughes Secures Long-Term Contract Extensions With Equinor | New Strong Sell Stocks for June 1st | Baker Hughes Announces Contract Extensions with Equinor and Petrobras,20.02,22.51,3151249920.0,82.935,17.18,11.17,63.87,WATCHLIST
NFLX,https://www.tradingview.com/chart/?symbol=NFLX,"Netflix, Inc.",Communication Services,85.865,361560211456,16.2,86.4,-11.56,-8.27,51.75,92.92,101.03,False,False,False,NO CLEAR ENTRY,False,58.1,NEUTRAL,5,"Here’s what’s worth streaming in June 2026 on Netflix, Hulu, HBO Max and more | Netflix Turns Wonka And Young MacDonald Into New Franchise Revenue Stream | Paramount Is Pulling Every Lever to Sell LBO Debt",27.7,22.34,25993676800.0,53.788,48.49,28.52,63.8,WATCHLIST
COST,https://www.tradingview.com/chart/?symbol=COST,Costco Wholesale Corporation,Consumer Defensive,937.53,415937593344,21.5,45.5,-6.37,-7.46,37.77,1005.85,954.88,False,False,True,NO CLEAR ENTRY,False,61.43,POSITIVE,5,Why Even 12% Revenue Growth in Q3 Wasn't Enough to Give Costco's Stock a Boost | Is Costco's 9.8% Comparable Sales Growth Stronger Than It Looks? | Costco just broke gas station sales records — but a $65 membership might not save you as much as you think,48.78,41.46,7770375168.0,60.257,29.15,3.01,63.56,WATCHLIST
AMP,https://www.tradingview.com/chart/?symbol=AMP,"Ameriprise Financial, Inc.",Financial Services,445.62,40059940864,9.0,66.0,-5.91,-5.8,34.89,455.59,474.94,False,False,False,NO CLEAR ENTRY,False,49.2,NEUTRAL,5,Ameriprise’s Bill Williams on Stepping Into a New Role and Betting Big on AI | Former Wells Fargo Team Rejoins the Firm From Ameriprise | Do Wall Street Analysts Like Ameriprise Financial Stock?,11.11,9.35,3355624960.0,56.246,66.94,20.17,63.49,WATCHLIST
IRM,https://www.tradingview.com/chart/?symbol=IRM,Iron Mountain Incorporated,Real Estate,129.49,38526472192,21.6,860.0,18.32,2.78,48.86,116.91,100.23,True,True,True,BULLISH TREND,False,66.41,POSITIVE,5,How Senior Housing and Warehouses Defend Monthly Payouts Today | Are Business Services Stocks Lagging  Clean Harbors (CLH) This Year? | 3 Reasons Growth Investors Will Love Iron Mountain (IRM),140.75,48.43,-499464512.0,,,3.76,63.41,WATCHLIST
UDR,https://www.tradingview.com/chart/?symbol=UDR,"UDR, Inc.",Real Estate,37.135,13759097856,4.2,151.6,0.4,2.19,49.82,35.66,35.8,True,True,False,BULLISH TREND,False,58.37,NEUTRAL,5,Here’s Why UDR is Among the 10 Best Residential REITs to Buy in 2026 | Gasoline Prices Aren’t the Only Inflation Threat. Watch Housing Costs. | UDR becomes first REIT to go to a monthly dividend,25.26,61.89,1007130496.0,142.368,12.35,27.78,63.37,WATCHLIST
CME,https://www.tradingview.com/chart/?symbol=CME,CME Group Inc.,Financial Services,266.43,96267214848,14.4,21.3,-16.44,-7.43,37.6,292.07,277.37,False,False,True,NO CLEAR ENTRY,False,53.82,NEUTRAL,5,'Compute Is The New Oil' – CME And Intercontinental To Launch Futures Exchanges To Trade AI Computing Power | Is CME Group (CME) Quietly Undervalued After Launching 24/7 Crypto Derivatives Trading | Does CME Group’s 24/7 Crypto Derivatives Push Reveal a Deeper Innovation Strategy for CME?,22.75,20.65,3030237440.0,14.059,15.92,63.32,63.01,WATCHLIST
V,https://www.tradingview.com/chart/?symbol=V,Visa Inc.,Financial Services,319.81,608272777216,17.1,35.5,-0.01,-2.84,45.98,315.2,329.39,True,False,False,NO CLEAR ENTRY,False,47.71,NEUTRAL,5,"Visa at $326, Mastercard at $493: Buy, Sell or Hold? | 3 Reasons This Unstoppable Dividend Giant Is the Ultimate “Buy and Hold Forever” Stock | ChatGPT Says Ignore AI Hype and Buy This ‘Boring’ Stock",27.91,21.54,20839749632.0,67.233,60.35,51.68,62.97,WATCHLIST
DELL,https://www.tradingview.com/chart/?symbol=DELL,Dell Technologies Inc.,Technology,456.58,296579858432,87.5,282.5,198.27,118.51,91.74,221.62,155.04,True,True,True,WATCH - OVERBOUGHT,False,52.29,NEUTRAL,5,"Microsoft, Dell, and HP stocks rise as Nvidia announces new AI chip for personal computers | Nvidia debuts RTX Spark processor for Windows laptops, taking aim at Intel, AMD | Palantir Eyes Buy Point As Software Stocks Extend Rally On Snowflake, Dell Earnings",52.66,23.0,-128125000.0,,,6.28,62.93,WATCHLIST
WAB,https://www.tradingview.com/chart/?symbol=WAB,Westinghouse Air Brake Technologies Corporation,Industrials,255.33,43323715584,13.0,12.8,-3.05,-5.28,36.21,259.37,225.93,False,True,True,BUY THE DIP,False,48.2,NEUTRAL,5,Here's Why Investors Should Bet on Wabtec Stock Right Now | Is Westinghouse Air Brake Technologies (WAB) Fairly Priced After Its Recent Share Price Pullback? | 2 Cash-Producing Stocks for Long-Term Investors and 1 We Find Risky,36.06,21.05,1123250048.0,62.03,11.31,10.52,62.91,WATCHLIST
SPGI,https://www.tradingview.com/chart/?symbol=SPGI,S&P Global Inc.,Financial Services,426.0,126095998976,10.4,32.5,-3.63,-0.98,54.0,423.54,475.19,True,False,False,NO CLEAR ENTRY,False,61.14,POSITIVE,5,S&P Global Is Spinning Off Its Mobility Business This Summer. Here's What Shareholders Need to Know. | How Is S&P Global's Stock Performance Compared to Other Financial Stocks? | Review & Preview: The Nasdaq’s Best 2 Months in Decades,26.93,19.19,5298874880.0,38.392,13.94,30.36,62.79,WATCHLIST
BNY,https://www.tradingview.com/chart/?symbol=BNY,BNY,Financial Services,141.97,97445232640,13.4,41.8,19.3,5.66,78.21,130.52,116.31,True,True,True,WATCH - OVERBOUGHT,False,57.86,NEUTRAL,5,Bank of New York Mellon (BNY) Reported 42% Year-Over-Year Increase in EPS | Robinhood Stock Spikes. It’s About More Than Its Trump Account Partnership. | The Trump Account App Has Launched. Here’s What Parents Need to Know.,17.61,14.69,,,13.47,28.72,62.73,WATCHLIST
IBM,https://www.tradingview.com/chart/?symbol=IBM,International Business Machines Corporation,Technology,322.3,302925021184,9.5,14.2,35.64,40.56,89.91,239.47,267.62,True,True,False,WATCH - OVERBOUGHT,False,50.0,NEUTRAL,5,"Strategy sells $2.5M in bitcoin, Berkshire to acquire Taylor Morrison | Are AI stocks getting too expensive? | What past tech waves can teach us about AI market leadership",28.55,23.98,13080750080.0,211.169,35.77,15.61,62.7,WATCHLIST
VLO,https://www.tradingview.com/chart/?symbol=VLO,Valero Energy Corporation,Energy,254.045,75434287104,6.6,,18.77,1.06,55.14,242.27,192.03,True,True,True,BULLISH TREND,False,59.73,NEUTRAL,5,Mizuho Raises Valero Energy (VLO) Price Target by $67. Here is Why | California Carbon Rule Shift Recasts Valero Refining Costs And Risks | California eases carbon market rules amid affordability concerns,18.56,12.09,4786625024.0,42.664,15.85,3.57,62.58,WATCHLIST
LITE,https://www.tradingview.com/chart/?symbol=LITE,Lumentum Holdings Inc.,Technology,909.72,70776217600,90.1,,16.15,0.82,36.52,868.25,461.9,True,True,True,BULLISH TREND,False,59.02,NEUTRAL,5,"Buy 3 Momentum Anomaly Stocks as Tech Rally Spurs Fresh Highs | Dow Jones Futures, Oil Prices Rise As Trump Makes This Iran Move; Nvidia, Tesla Lead 5 Titans Near Buy Points | Nvidia Bets $6.5B on Photonics to Solve AI’s Next Big Bottleneck",161.3,50.26,93350000.0,111.445,22.83,17.68,62.57,WATCHLIST
NOW,https://www.tradingview.com/chart/?symbol=NOW,"ServiceNow, Inc.",Technology,135.77,140020695040,22.1,2.3,24.08,53.74,82.57,98.09,141.29,True,False,False,WATCH - OVERBOUGHT,False,56.75,NEUTRAL,5,"Nvidia reveals powerful new AI supercomputer chip for Fall | Palantir Eyes Buy Point As Software Stocks Extend Rally On Snowflake, Dell Earnings | Software Stocks Gain After Nvidia CEO Dispels SaaSpocalypse Fears",80.82,27.01,5108125184.0,20.728,16.07,12.59,62.44,WATCHLIST
